----------------------------------------------------------------
host_cpu	net_receive	net_send	memory%	memory_active_anon%	host_moving_avg_cpu	timestamp	memory_rss%	sensor_count	name	container_cpu%
91.93	0.0	0.0	93.1	37.1	99.44	2018-08-08T18:05:40.325509028Z	37.1	84	cassandra-001	79.16
79.16	0.0	0.0	63.28	37.07	97.46	2018-08-08T18:05:47.332754469Z	37.07	86	cassandra-001	94.06
94.06	3.097	59.761	63.72	37.08	101.76	2018-08-08T18:05:54.338779994Z	37.08	88	cassandra-001	79.15
79.15	0.0	0.0	64.16	37.07	97.54	2018-08-08T18:06:01.345039082Z	37.07	89	cassandra-001	75.53
75.53	0.0	0.0	64.69	37.08	90.37	2018-08-08T18:06:08.352838018Z	37.08	91	cassandra-001	81.61
81.61	0.0	0.0	65.13	37.08	83.57	2018-08-08T18:06:15.361663218Z	37.08	92	cassandra-001	86.81
86.81	0.282	0.342	65.58	37.08	82.72	2018-08-08T18:06:22.371779476Z	37.08	93	cassandra-001	81.09
81.09	0.0	0.0	66.05	37.08	83.04	2018-08-08T18:06:29.381404161Z	37.08	94	cassandra-001	78.33
78.33	0.0	0.0	66.24	37.08	80.42	2018-08-08T18:06:36.389860838Z	37.08	96	cassandra-001	84.74
84.74	3.031	59.629	68.3	37.08	81.35	2018-08-08T18:06:43.397945906Z	37.08	97	cassandra-001	128.95
128.95	0.0	0.0	70.21	37.08	90.26	2018-08-08T18:06:50.403942564Z	37.08	99	cassandra-001	131.18
131.18	0.0	0.0	72.11	37.07	98.52	2018-08-08T18:06:57.415599099Z	37.07	100	cassandra-001	132.16
132.16	0.0	0.0	73.33	37.07	106.08	2018-08-08T18:07:04.422692289Z	37.07	100	cassandra-001	101.2
101.2	3.295	59.695	68.37	37.08	109.43	2018-08-08T18:07:11.429825231Z	37.08	100	cassandra-001	90.41
90.41	0.0	0.0	68.88	37.08	111.44	2018-08-08T18:07:18.435957436Z	37.08	100	cassandra-001	89.84
89.84	3.031	59.563	69.39	37.08	112.29	2018-08-08T18:07:25.442885397Z	37.08	100	cassandra-001	93.06
93.06	0.0	0.0	69.58	37.08	106.31	2018-08-08T18:07:32.449081664Z	37.08	100	cassandra-001	82.77
82.77	2.899	59.695	70.13	37.1	98.24	2018-08-08T18:07:39.459153866Z	37.1	100	cassandra-001	88.99
88.99	0.0	0.0	70.64	37.13	91.05	2018-08-08T18:07:46.465316097Z	37.13	100	cassandra-001	95.75
95.75	2.965	59.497	71.15	37.13	90.14	2018-08-08T18:07:53.473110713Z	37.13	100	cassandra-001	91.32
91.32	0.0	0.0	71.76	37.13	90.29	2018-08-08T18:08:00.480188956Z	37.13	100	cassandra-001	99.74
99.74	0.0	0.0	72.26	37.13	91.94	2018-08-08T18:08:07.488949045Z	37.13	101	cassandra-001	75.88
75.88	0.0	0.0	72.79	37.13	89.08	2018-08-08T18:08:14.495494659Z	37.13	103	cassandra-001	114.75
114.75	0.282	0.342	73.31	37.13	94.41	2018-08-08T18:08:21.50445936Z	37.13	104	cassandra-001	98.97
98.97	0.0	0.0	74.1	37.14	96.07	2018-08-08T18:08:28.51275226Z	37.14	106	cassandra-001	136.36
136.36	3.097	59.629	76.04	37.15	102.84	2018-08-08T18:08:35.518701147Z	37.15	108	cassandra-001	128.83
128.83	0.0	0.0	77.99	37.14	109.09	2018-08-08T18:08:42.524597052Z	37.14	109	cassandra-001	127.37
127.37	0.0	0.0	79.94	37.14	113.69	2018-08-08T18:08:49.531139675Z	37.14	110	cassandra-001	128.69
128.69	2.899	59.629	82.13	37.13	122.5	2018-08-08T18:08:56.540523236Z	37.13	110	cassandra-001	87.0
87.0	0.0	0.0	77.17	37.13	117.87	2018-08-08T18:09:03.548272015Z	37.13	110	cassandra-001	122.31
122.31	3.229	59.761	79.41	37.13	121.76	2018-08-08T18:09:10.55654584Z	37.13	110	cassandra-001	103.83
103.83	0.0	0.0	82.6	37.13	116.34	2018-08-08T18:09:17.563325649Z	37.13	110	cassandra-001	165.7
165.7	0.0	0.0	83.89	37.13	122.48	2018-08-08T18:09:24.569408419Z	37.13	110	cassandra-001	118.13
118.13	0.0	0.0	85.51	37.15	120.94	2018-08-08T18:09:31.578009719Z	37.15	110	cassandra-001	90.76
90.76	0.0	0.0	87.37	37.17	114.62	2018-08-08T18:09:38.587145979Z	37.17	110	cassandra-001	112.94
112.94	0.282	0.342	90.65	37.16	118.95	2018-08-08T18:09:45.593002735Z	37.16	110	cassandra-001	198.23
198.23	0.0	0.0	91.6	37.21	131.6	2018-08-08T18:09:52.600016518Z	37.21	111	cassandra-001	109.84
109.84	0.0	0.0	92.9	37.21	132.6	2018-08-08T18:09:59.606638504Z	37.21	112	cassandra-001	120.64
120.64	3.295	59.761	92.92	37.21	125.09	2018-08-08T18:10:06.612994791Z	37.21	114	cassandra-001	71.21
71.21	0.0	0.0	93.01	37.21	117.27	2018-08-08T18:10:13.622811228Z	37.21	115	cassandra-001	82.52
82.52	2.965	59.497	93.0	37.28	115.9	2018-08-08T18:10:20.634226006Z	37.28	116	cassandra-001	168.31
168.31	0.0	0.0	93.03	37.19	125.13	2018-08-08T18:10:27.64169515Z	37.19	118	cassandra-001	134.01
134.01	0.0	0.0	92.92	37.2	114.42	2018-08-08T18:10:34.64926908Z	37.2	119	cassandra-001	140.16
140.16	2.899	59.563	92.69	37.2	119.48	2018-08-08T18:10:41.656799597Z	37.2	120	cassandra-001	148.1
148.1	0.0	0.0	92.89	37.19	124.05	2018-08-08T18:10:48.670103787Z	37.19	120	cassandra-001	122.34
122.34	2.833	59.629	89.65	37.18	132.57	2018-08-08T18:10:55.675984885Z	37.18	120	cassandra-001	135.42
135.42	0.0	0.0	91.36	37.18	141.39	2018-08-08T18:11:02.686395138Z	37.18	120	cassandra-001	130.63
130.63	0.0	0.0	93.0	37.18	135.11	2018-08-08T18:11:09.695433349Z	37.18	120	cassandra-001	134.9
134.9	2.899	59.497	93.07	37.18	135.26	2018-08-08T18:11:16.701049835Z	37.18	120	cassandra-001	101.14
101.14	0.0	0.0	73.62	37.2	128.76	2018-08-08T18:11:23.707193527Z	37.2	120	cassandra-001	171.72
171.72	0.0	0.0	73.02	37.19	132.69	2018-08-08T18:11:30.713007909Z	37.19	120	cassandra-001	89.77
89.77	0.0	0.0	73.59	37.2	127.26	2018-08-08T18:11:37.719664997Z	37.2	120	cassandra-001	85.93
85.93	0.0	0.0	74.14	37.19	119.02	2018-08-08T18:11:44.729545394Z	37.19	120	cassandra-001	87.64
87.64	0.282	0.342	75.4	37.29	111.85	2018-08-08T18:11:51.738041754Z	37.29	120	cassandra-001	98.51
98.51	2.977	59.497	77.44	37.34	105.79	2018-08-08T18:11:58.744574671Z	37.34	120	cassandra-001	119.59
