container_cpu%	sensor_count	host_moving_avg_cpu	memory%	memory_active_anon%	host_cpu	memory_rss%	timestamp	net_receive	name	net_send
51.74	95	39.97	77.48	37.75	39.75	37.75	2018-08-07T17:06:29.56251014Z	77.389	cassandra-001	9.096
50.79	96	41.92	78.56	37.75	51.74	37.75	2018-08-07T17:06:36.571099452Z	162.839	cassandra-001	19.63
46.79	98	44.6	78.72	37.75	50.79	37.75	2018-08-07T17:06:43.57734909Z	81.852	cassandra-001	8.778
49.33	100	45.16	78.89	37.75	46.79	37.75	2018-08-07T17:06:50.585379832Z	167.874	cassandra-001	19.007
49.24	102	47.82	79.07	37.75	49.33	37.75	2018-08-07T17:06:57.595792402Z	86.138	cassandra-001	8.5
45.11	104	47.94	79.24	37.75	49.24	37.75	2018-08-07T17:07:04.601996648Z	86.541	cassandra-001	9.186
49.47	106	48.83	79.42	37.75	45.11	37.75	2018-08-07T17:07:11.611077931Z	174.533	cassandra-001	16.8
55.69	107	48.46	79.61	37.75	49.47	37.75	2018-08-07T17:07:18.621999568Z	91.263	cassandra-001	11.547
60.68	109	49.27	79.79	37.75	55.69	37.75	2018-08-07T17:07:25.630383598Z	182.201	cassandra-001	21.062
46.59	111	51.59	80.87	37.75	60.68	37.75	2018-08-07T17:07:32.638099091Z	93.126	cassandra-001	9.712
43.42	113	51.13	81.06	37.75	46.59	37.75	2018-08-07T17:07:39.647302304Z	94.32	cassandra-001	10.464
42.17	114	50.16	81.25	37.75	43.42	37.75	2018-08-07T17:07:46.654951872Z	192.484	cassandra-001	21.547
55.74	116	49.67	81.45	37.75	42.17	37.75	2018-08-07T17:07:53.662959374Z	96.728	cassandra-001	9.988
55.07	118	50.72	81.64	37.74	55.74	37.74	2018-08-07T17:08:00.671949995Z	196.201	cassandra-001	20.054
52.04	119	50.61	81.85	37.74	55.07	37.74	2018-08-07T17:08:07.680080369Z	98.735	cassandra-001	9.142
51.78	121	49.17	82.05	37.74	52.04	37.74	2018-08-07T17:08:14.689649426Z	100.534	cassandra-001	10.396
122.06	122	50.04	84.02	37.75	51.78	37.75	2018-08-07T17:08:21.699986628Z	205.086	cassandra-001	23.945
80.96	123	63.14	85.64	37.75	122.06	37.75	2018-08-07T17:08:28.708097727Z	103.693	cassandra-001	11.9
103.68	123	69.61	87.19	37.75	80.96	37.75	2018-08-07T17:08:35.71785572Z	206.352	cassandra-001	23.47
53.44	123	77.6	83.78	37.75	103.68	37.75	2018-08-07T17:08:42.727348427Z	104.408	cassandra-001	12.164
59.34	123	77.33	84.0	37.75	53.44	37.75	2018-08-07T17:08:49.735203891Z	102.885	cassandra-001	10.091
50.11	123	78.54	84.21	37.76	59.34	37.76	2018-08-07T17:08:56.743720735Z	206.596	cassandra-001	20.434
50.81	125	78.27	85.29	37.75	50.11	37.75	2018-08-07T17:09:03.754899017Z	104.834	cassandra-001	12.19
64.07	126	66.39	85.5	37.76	50.81	37.76	2018-08-07T17:09:10.769830613Z	211.688	cassandra-001	23.112
55.99	128	63.58	85.72	37.76	64.07	37.76	2018-08-07T17:09:17.779442008Z	105.975	cassandra-001	10.631
56.34	129	55.63	85.94	37.75	55.99	37.75	2018-08-07T17:09:24.789315386Z	108.166	cassandra-001	12.664
55.67	130	56.11	86.16	37.75	56.34	37.75	2018-08-07T17:09:31.798551249Z	216.155	cassandra-001	21.328
63.13	131	55.5	86.38	37.75	55.67	37.75	2018-08-07T17:09:38.808858112Z	109.701	cassandra-001	11.99
63.17	132	57.67	87.47	37.75	63.13	37.75	2018-08-07T17:09:45.821365125Z	219.933	cassandra-001	20.613
50.39	134	59.73	87.69	37.76	63.17	37.76	2018-08-07T17:09:52.829783793Z	112.953	cassandra-001	11.316
56.4	135	57.45	87.93	37.76	50.39	37.76	2018-08-07T17:09:59.838133277Z	112.626	cassandra-001	10.194
55.01	137	57.52	88.16	37.75	56.4	37.75	2018-08-07T17:10:06.847162893Z	226.668	cassandra-001	22.842
78.34	138	57.3	88.38	37.74	55.01	37.74	2018-08-07T17:10:13.855901353Z	117.515	cassandra-001	13.084
79.06	139	61.07	88.62	37.74	78.34	37.74	2018-08-07T17:10:20.8649239Z	231.403	cassandra-001	23.329
54.67	141	63.73	89.7	37.74	79.06	37.74	2018-08-07T17:10:27.873911595Z	118.708	cassandra-001	13.4
48.38	142	62.31	89.94	37.73	54.67	37.73	2018-08-07T17:10:34.887373878Z	118.326	cassandra-001	12.608
58.36	143	61.98	90.19	37.74	48.38	37.74	2018-08-07T17:10:41.895907294Z	236.717	cassandra-001	20.476
56.13	144	62.3	90.41	37.72	58.36	37.72	2018-08-07T17:10:48.904519334Z	118.109	cassandra-001	9.993
70.75	146	62.49	90.65	37.72	56.13	37.72	2018-08-07T17:10:55.915325768Z	244.434	cassandra-001	28.698
105.42	147	61.23	92.27	37.7	70.75	37.7	2018-08-07T17:11:02.924105939Z	122.339	cassandra-001	13.24
89.98	148	65.62	92.56	37.65	105.42	37.65	2018-08-07T17:11:09.931611486Z	123.636	cassandra-001	14.19
119.27	149	71.5	92.56	37.65	89.98	37.65	2018-08-07T17:11:16.940121061Z	250.147	cassandra-001	27.191
63.13	150	83.32	89.45	37.65	119.27	37.65	2018-08-07T17:11:23.948976184Z	126.497	cassandra-001	15.536
63.31	150	84.11	89.71	37.65	63.13	37.65	2018-08-07T17:11:30.956063202Z	250.286	cassandra-001	28.432
63.35	150	85.31	90.78	37.65	63.31	37.65	2018-08-07T17:11:37.964098398Z	124.802	cassandra-001	15.734
62.57	150	84.08	91.03	37.65	63.35	37.65	2018-08-07T17:11:44.972241854Z	124.57	cassandra-001	13.16
65.28	150	76.94	91.29	37.65	62.57	37.65	2018-08-07T17:11:51.981936784Z	249.782	cassandra-001	23.917
58.28	151	72.82	91.55	37.65	65.28	37.65	2018-08-07T17:11:58.993641332Z	128.689	cassandra-001	14.44
72.94	153	62.65	91.8	37.65	58.28	37.65	2018-08-07T17:12:06.000495535Z	255.279	cassandra-001	28.866
64.46	154	64.29	92.54	37.65	72.94	37.65	2018-08-07T17:12:13.010398285Z	129.555	cassandra-001	13.7
62.35	155	64.48	92.47	37.65	64.46	37.65	2018-08-07T17:12:20.021415026Z	130.973	cassandra-001	14.993
61.75	156	64.31	92.73	37.65	62.35	37.65	2018-08-07T17:12:27.028598736Z	260.552	cassandra-001	23.756
69.1	157	64.18	92.67	37.65	61.75	37.65	2018-08-07T17:12:34.042435868Z	133.078	cassandra-001	16.26
138.01	158	64.81	92.51	37.65	69.1	37.65	2018-08-07T17:12:41.052792444Z	266.697	cassandra-001	28.216
61.83	159	78.1	92.78	37.65	138.01	37.65	2018-08-07T17:12:48.061470452Z	134.213	cassandra-001	14.543
84.7	159	76.25	92.72	37.65	61.83	37.65	2018-08-07T17:12:55.070188396Z	200.674	cassandra-001	17.308
73.8	159	79.62	92.67	37.65	84.7	37.65	2018-08-07T17:13:02.077520474Z	195.662	cassandra-001	20.594
60.97	159	81.53	92.6	37.65	73.8	37.65	2018-08-07T17:13:09.084945351Z	131.087	cassandra-001	13.712
115.02	159	81.4	92.58	37.66	60.97	37.66	2018-08-07T17:13:16.095865903Z	263.275	cassandra-001	28.783
109.96	160	89.06	92.62	37.66	115.02	37.66	2018-08-07T17:13:23.104066627Z	133.615	cassandra-001	12.814
77.46	161	84.38	89.51	37.66	109.96	37.66	2018-08-07T17:13:30.110555267Z	267.965	cassandra-001	24.822
67.15	162	86.99	89.79	37.66	77.46	37.66	2018-08-07T17:13:37.117624884Z	133.578	cassandra-001	13.83
72.6	163	84.06	90.81	37.65	67.15	37.65	2018-08-07T17:13:44.126249194Z	135.641	cassandra-001	17.42
66.6	165	83.86	91.1	37.65	72.6	37.65	2018-08-07T17:13:51.133677678Z	275.481	cassandra-001	27.869
56.59	166	84.8	91.38	37.65	66.6	37.65	2018-08-07T17:13:58.145401023Z	140.323	cassandra-001	15.426
75.63	167	75.06	91.67	37.66	56.59	37.66	2018-08-07T17:14:05.152577786Z	278.233	cassandra-001	28.502
59.71	168	69.34	92.71	37.66	75.63	37.66	2018-08-07T17:14:12.160495778Z	140.749	cassandra-001	13.274
57.56	169	66.38	92.66	37.66	59.71	37.66	2018-08-07T17:14:19.166782136Z	141.028	cassandra-001	15.293
77.77	170	64.78	92.62	37.66	57.56	37.66	2018-08-07T17:14:26.175401063Z	286.283	cassandra-001	29.332
77.53	171	65.64	92.59	37.67	77.77	37.67	2018-08-07T17:14:33.181625331Z	142.266	cassandra-001	11.346
73.09	172	67.47	92.46	37.66	77.53	37.66	2018-08-07T17:14:40.191713527Z	286.959	cassandra-001	27.998
73.45	173	70.22	92.75	37.66	73.09	37.66	2018-08-07T17:14:47.198543153Z	147.879	cassandra-001	16.387
75.06	174	69.85	92.72	37.66	73.45	37.66	2018-08-07T17:14:54.205444292Z	148.666	cassandra-001	17.998
88.74	175	72.41	92.69	37.66	75.06	37.66	2018-08-07T17:15:01.212856821Z	292.967	cassandra-001	27.97
96.86	176	77.61	92.43	37.66	88.74	37.66	2018-08-07T17:15:08.220686666Z	144.993	cassandra-001	14.486
104.56	177	80.79	92.51	37.66	96.86	37.66	2018-08-07T17:15:15.229620003Z	294.529	cassandra-001	29.302
117.78	178	85.29	90.14	37.66	104.56	37.66	2018-08-07T17:15:22.23738778Z	151.17	cassandra-001	17.191
97.84	179	92.74	91.85	37.66	117.78	37.66	2018-08-07T17:15:29.244603407Z	149.919	cassandra-001	16.848
116.81	180	96.81	92.65	37.66	97.84	37.66	2018-08-07T17:15:36.252616659Z	301.089	cassandra-001	30.132
121.73	181	103.77	92.75	37.66	116.81	37.66	2018-08-07T17:15:43.264691612Z	149.401	cassandra-001	12.782
112.47	182	109.26	92.52	37.66	121.73	37.66	2018-08-07T17:15:50.272659772Z	303.3	cassandra-001	29.259
120.12	183	111.87	92.67	37.67	112.47	37.67	2018-08-07T17:15:57.279247936Z	150.838	cassandra-001	13.217
98.79	183	114.46	92.45	37.66	120.12	37.66	2018-08-07T17:16:04.288841578Z	150.876	cassandra-001	12.016
127.6	183	111.29	92.58	37.66	98.79	37.66	2018-08-07T17:16:11.296684373Z	304.847	cassandra-001	27.53
143.87	183	116.25	92.11	37.66	127.6	37.66	2018-08-07T17:16:18.304894061Z	153.876	cassandra-001	16.609
81.69	183	120.76	92.58	37.66	143.87	37.66	2018-08-07T17:16:25.311734466Z	305.699	cassandra-001	29.444
75.28	183	114.09	79.56	37.65	81.69	37.65	2018-08-07T17:16:32.320985843Z	151.277	cassandra-001	11.752
86.83	183	107.89	79.88	37.65	75.28	37.65	2018-08-07T17:16:39.329036243Z	153.264	cassandra-001	15.778
110.74	183	102.34	81.87	37.66	86.83	37.66	2018-08-07T17:16:46.342352487Z	309.249	cassandra-001	36.347
