----------------------------------------------------------------
container_cpu%	sensor_count	host_moving_avg_cpu	memory%	memory_active_anon%	host_cpu	memory_rss%	timestamp	net_receive	name	net_send
63.26	128	51.51	82.82	37.53	56.94	37.53	2018-08-07T16:01:42.224606572Z	108.007	cassandra-001	11.344
56.26	130	53.01	83.04	37.54	63.26	37.54	2018-08-07T16:01:49.232624412Z	108.428	cassandra-001	11.938
52.05	131	55.42	83.27	37.54	56.26	37.54	2018-08-07T16:01:56.241641449Z	220.951	cassandra-001	23.492
64.66	133	56.79	83.5	37.54	52.05	37.54	2018-08-07T16:02:03.251792622Z	109.222	cassandra-001	9.983
118.61	134	58.11	85.98	37.56	64.66	37.56	2018-08-07T16:02:10.264946285Z	223.748	cassandra-001	22.012
101.51	135	68.63	87.53	37.48	118.61	37.48	2018-08-07T16:02:17.272557834Z	111.344	cassandra-001	9.93
95.07	135	76.06	89.16	37.47	101.51	37.47	2018-08-07T16:02:24.278826234Z	111.936	cassandra-001	11.118
44.62	135	81.36	90.52	37.47	95.07	37.47	2018-08-07T16:02:31.288404069Z	225.587	cassandra-001	23.754
57.01	135	79.42	85.79	37.46	44.62	37.46	2018-08-07T16:02:38.298595277Z	114.301	cassandra-001	11.685
56.71	135	80.25	86.03	37.47	57.01	37.47	2018-08-07T16:02:45.308034081Z	224.416	cassandra-001	22.83
48.46	136	78.92	86.25	37.47	56.71	37.47	2018-08-07T16:02:52.31550922Z	114.997	cassandra-001	13.124
63.76	138	67.23	86.48	37.46	48.46	37.46	2018-08-07T16:02:59.323842168Z	115.029	cassandra-001	12.226
71.26	139	60.94	87.92	37.47	63.76	37.47	2018-08-07T16:03:06.331954908Z	233.641	cassandra-001	29.137
49.5	140	56.97	88.15	37.47	71.26	37.47	2018-08-07T16:03:13.340287648Z	117.322	cassandra-001	11.684
73.9	141	57.78	88.4	37.47	49.5	37.47	2018-08-07T16:03:20.348133333Z	237.661	cassandra-001	24.12
63.52	143	60.6	88.64	37.47	73.9	37.47	2018-08-07T16:03:27.359607767Z	121.012	cassandra-001	13.122
65.64	144	61.73	88.89	37.47	63.52	37.47	2018-08-07T16:03:34.371365045Z	121.835	cassandra-001	13.491
60.9	145	64.6	89.13	37.46	65.64	37.46	2018-08-07T16:03:41.380123939Z	244.037	cassandra-001	27.458
59.92	146	64.12	89.38	37.47	60.9	37.47	2018-08-07T16:03:48.39058552Z	122.717	cassandra-001	12.25
64.49	148	62.23	90.81	37.47	59.92	37.47	2018-08-07T16:03:55.399107685Z	245.904	cassandra-001	27.43
68.77	149	64.73	91.06	37.47	64.49	37.47	2018-08-07T16:04:02.408403747Z	124.791	cassandra-001	13.595
57.55	150	63.87	91.3	37.46	68.77	37.46	2018-08-07T16:04:09.41709681Z	126.402	cassandra-001	14.348
59.19	151	62.88	91.56	37.47	57.55	37.47	2018-08-07T16:04:16.427662493Z	248.783	cassandra-001	23.706
59.0	152	61.8	91.82	37.47	59.19	37.47	2018-08-07T16:04:23.43880101Z	127.877	cassandra-001	12.816
73.18	153	61.49	92.09	37.47	59.0	37.47	2018-08-07T16:04:30.447825198Z	255.665	cassandra-001	25.658
56.86	154	63.7	92.35	37.47	73.18	37.47	2018-08-07T16:04:37.457359872Z	130.418	cassandra-001	13.541
64.98	156	62.43	92.75	37.47	56.86	37.47	2018-08-07T16:04:44.467052967Z	130.588	cassandra-001	12.604
59.43	157	61.79	92.71	37.47	64.98	37.47	2018-08-07T16:04:51.474271032Z	263.68	cassandra-001	27.94
63.34	158	62.11	92.67	37.47	59.43	37.47	2018-08-07T16:04:58.489608284Z	131.037	cassandra-001	12.722
76.42	159	62.8	92.64	37.47	63.34	37.47	2018-08-07T16:05:05.497330743Z	264.94	cassandra-001	23.503
69.62	160	65.7	92.91	37.47	76.42	37.47	2018-08-07T16:05:12.506352981Z	133.151	cassandra-001	13.54
54.88	161	65.11	92.89	37.47	69.62	37.47	2018-08-07T16:05:19.512696966Z	135.804	cassandra-001	14.358
110.83	162	64.78	92.7	37.47	54.88	37.47	2018-08-07T16:05:26.519317502Z	271.576	cassandra-001	27.264
109.01	163	72.42	92.64	37.48	110.83	37.48	2018-08-07T16:05:33.525475178Z	135.876	cassandra-001	16.601
104.4	164	80.68	92.81	37.47	109.01	37.47	2018-08-07T16:05:40.532762981Z	276.867	cassandra-001	31.658
99.31	165	87.53	92.7	37.47	104.4	37.47	2018-08-07T16:05:47.540150752Z	139.612	cassandra-001	15.862
83.53	165	91.34	88.24	37.47	99.31	37.47	2018-08-07T16:05:54.551636235Z	139.546	cassandra-001	16.786
61.9	165	93.66	88.53	37.47	83.53	37.47	2018-08-07T16:06:01.55839028Z	274.096	cassandra-001	26.312
57.15	165	94.83	88.81	37.47	61.9	37.47	2018-08-07T16:06:08.566589192Z	138.305	cassandra-001	13.789
77.33	165	85.88	90.21	37.48	57.15	37.48	2018-08-07T16:06:15.580819273Z	274.325	cassandra-001	25.85
75.11	166	80.6	90.49	37.48	77.33	37.48	2018-08-07T16:06:22.589305969Z	138.658	cassandra-001	16.284
68.96	167	75.72	90.76	37.47	75.11	37.47	2018-08-07T16:06:29.596126714Z	138.474	cassandra-001	14.396
69.43	168	70.66	91.06	37.47	68.96	37.47	2018-08-07T16:06:36.606283515Z	279.437	cassandra-001	28.963
81.32	169	68.31	91.35	37.47	69.43	37.47	2018-08-07T16:06:43.613020934Z	141.65	cassandra-001	15.082
98.19	170	71.55	91.63	37.47	81.32	37.47	2018-08-07T16:06:50.622190842Z	287.922	cassandra-001	32.592
66.95	171	78.39	92.71	37.47	98.19	37.47	2018-08-07T16:06:57.629079548Z	142.624	cassandra-001	12.798
67.26	172	76.66	92.7	37.46	66.95	37.46	2018-08-07T16:07:04.639890977Z	146.278	cassandra-001	15.449
67.3	173	75.35	92.69	37.46	67.26	37.46	2018-08-07T16:07:11.650327409Z	290.176	cassandra-001	30.518
80.96	174	75.08	92.68	37.45	67.3	37.45	2018-08-07T16:07:18.657613929Z	146.727	cassandra-001	16.03
87.4	175	77.0	92.68	37.46	80.96	37.46	2018-08-07T16:07:25.6655607Z	292.809	cassandra-001	31.824
73.57	176	78.01	92.72	37.46	87.4	37.46	2018-08-07T16:07:32.67327768Z	147.058	cassandra-001	14.393
72.07	177	73.91	92.71	37.45	73.57	37.45	2018-08-07T16:07:39.680970945Z	147.642	cassandra-001	16.136
81.04	178	74.76	92.72	37.45	72.07	37.45	2018-08-07T16:07:46.687699607Z	296.834	cassandra-001	33.248
69.78	179	77.06	92.71	37.44	81.04	37.44	2018-08-07T16:07:53.695129197Z	149.068	cassandra-001	16.332
81.94	180	77.47	92.72	37.44	69.78	37.44	2018-08-07T16:08:00.703054412Z	303.86	cassandra-001	36.6
72.47	181	77.63	92.73	37.45	81.94	37.45	2018-08-07T16:08:07.710035516Z	150.193	cassandra-001	12.095
111.46	182	75.15	92.76	37.43	72.47	37.43	2018-08-07T16:08:14.71795271Z	152.774	cassandra-001	15.448
124.98	183	81.46	92.91	37.44	111.46	37.44	2018-08-07T16:08:21.723767981Z	308.893	cassandra-001	34.13
124.58	183	90.28	92.86	37.44	124.98	37.44	2018-08-07T16:08:28.730973301Z	154.032	cassandra-001	16.042
79.7	183	97.54	88.49	37.43	124.58	37.43	2018-08-07T16:08:35.738668235Z	304.171	cassandra-001	28.361
59.4	183	99.19	88.81	37.43	79.7	37.43	2018-08-07T16:08:42.748746019Z	153.038	cassandra-001	15.514
68.84	183	95.43	90.17	37.44	59.4	37.44	2018-08-07T16:08:49.755133414Z	153.34	cassandra-001	14.128
60.45	184	94.83	90.5	37.44	68.84	37.44	2018-08-07T16:08:56.762514933Z	304.355	cassandra-001	30.196
83.87	185	86.33	90.81	37.44	60.45	37.44	2018-08-07T16:09:03.769973604Z	155.921	cassandra-001	18.879
88.67	186	79.47	91.12	37.44	83.87	37.44	2018-08-07T16:09:10.777802264Z	313.973	cassandra-001	34.3
63.7	187	73.49	91.44	37.44	88.67	37.44	2018-08-07T16:09:17.78493271Z	156.539	cassandra-001	15.46
71.18	188	70.82	92.79	37.44	63.7	37.44	2018-08-07T16:09:24.791715313Z	158.029	cassandra-001	15.922
68.51	188	72.79	92.8	37.44	71.18	37.44	2018-08-07T16:09:31.797777765Z	318.978	cassandra-001	33.612
61.57	189	72.73	92.82	37.44	68.51	37.44	2018-08-07T16:09:38.806194284Z	159.523	cassandra-001	18.429
79.76	190	72.92	92.84	37.44	61.57	37.44	2018-08-07T16:09:45.814501936Z	320.407	cassandra-001	35.604
70.22	191	72.23	92.88	37.44	79.76	37.44	2018-08-07T16:09:52.821221822Z	161.213	cassandra-001	17.056
61.89	192	69.16	92.71	37.44	70.22	37.44	2018-08-07T16:09:59.827698093Z	158.365	cassandra-001	17.848
62.31	193	68.86	92.73	37.45	61.89	37.45	2018-08-07T16:10:06.835896729Z	322.338	cassandra-001	30.573
68.95	194	67.38	92.77	37.44	62.31	37.44	2018-08-07T16:10:13.842019704Z	162.157	cassandra-001	18.56
79.82	195	67.45	92.8	37.44	68.95	37.44	2018-08-07T16:10:20.849045819Z	324.602	cassandra-001	36.328
90.6	196	70.49	92.7	37.45	79.82	37.45	2018-08-07T16:10:27.857950832Z	164.636	cassandra-001	18.982
117.08	197	72.3	92.67	37.45	90.6	37.45	2018-08-07T16:10:34.866046725Z	166.663	cassandra-001	18.255
106.58	198	80.11	92.75	37.45	117.08	37.45	2018-08-07T16:10:41.871883935Z	329.233	cassandra-001	31.284
70.0	198	87.56	92.67	37.45	106.58	37.45	2018-08-07T16:10:48.881343269Z	163.773	cassandra-001	15.51
135.8	198	88.84	90.81	37.45	70.0	37.45	2018-08-07T16:10:55.888116454Z	330.17	cassandra-001	37.158
112.13	198	99.98	92.9	37.45	135.8	37.45	2018-08-07T16:11:02.89547323Z	164.887	cassandra-001	15.285
121.07	198	105.37	92.78	37.45	112.13	37.45	2018-08-07T16:11:09.904621647Z	164.619	cassandra-001	13.134
116.5	198	110.44	92.76	37.45	121.07	37.45	2018-08-07T16:11:16.91108066Z	331.663	cassandra-001	30.162
139.17	198	110.35	92.64	37.45	116.5	37.45	2018-08-07T16:11:23.91904333Z	165.373	cassandra-001	16.764
123.62	198	115.78	92.71	37.45	139.17	37.45	2018-08-07T16:11:30.925186133Z	332.113	cassandra-001	34.188
