container_cpu%	sensor_count	host_moving_avg_cpu	memory%	memory_active_anon%	host_cpu	memory_rss%	timestamp	net_receive	name	net_send
28.5	64	32.77	90.98	37.77	32.61	37.77	2018-08-07T17:46:06.52547246Z	101.175	cassandra-001	8.956
33.53	66	32.53	91.09	37.77	28.5	37.77	2018-08-07T17:46:13.532997156Z	55.643	cassandra-001	6.556
44.24	69	34.72	91.2	37.77	33.53	37.77	2018-08-07T17:46:20.543677075Z	113.397	cassandra-001	11.909
30.1	71	37.14	91.32	37.77	44.24	37.77	2018-08-07T17:46:27.551459192Z	57.386	cassandra-001	5.116
34.32	73	35.32	91.44	37.77	30.1	37.77	2018-08-07T17:46:34.558136385Z	60.711	cassandra-001	6.198
37.95	76	33.88	92.57	37.77	34.32	37.77	2018-08-07T17:46:41.565679755Z	125.101	cassandra-001	12.104
33.89	78	34.77	92.71	37.78	37.95	37.78	2018-08-07T17:46:48.574814992Z	64.492	cassandra-001	6.209
47.97	80	35.67	92.5	37.78	33.89	37.78	2018-08-07T17:46:55.583806227Z	133.447	cassandra-001	14.9
33.11	82	38.08	92.63	37.77	47.97	37.77	2018-08-07T17:47:02.59435753Z	64.59	cassandra-001	8.03
37.38	84	36.22	92.78	37.77	33.11	37.77	2018-08-07T17:47:09.609125834Z	71.415	cassandra-001	9.508
35.91	86	37.44	92.58	37.77	37.38	37.77	2018-08-07T17:47:16.617461628Z	144.46	cassandra-001	15.332
31.26	88	37.7	92.72	37.77	35.91	37.77	2018-08-07T17:47:23.625186267Z	74.021	cassandra-001	8.767
44.42	90	36.59	92.53	37.77	31.26	37.77	2018-08-07T17:47:30.63295743Z	152.674	cassandra-001	17.138
51.47	92	38.34	92.68	37.77	44.42	37.77	2018-08-07T17:47:37.641373767Z	78.74	cassandra-001	9.664
46.65	94	38.92	92.49	37.76	51.47	37.76	2018-08-07T17:47:44.648916836Z	79.943	cassandra-001	9.994
72.4	96	41.18	92.48	37.77	46.65	37.77	2018-08-07T17:47:51.658149553Z	160.142	cassandra-001	15.973
90.29	98	47.02	92.61	37.77	72.4	37.77	2018-08-07T17:47:58.664777694Z	77.748	cassandra-001	8.118
86.58	100	56.08	92.52	37.75	90.29	37.75	2018-08-07T17:48:05.673706164Z	166.924	cassandra-001	16.79
48.61	102	65.3	92.52	37.76	86.58	37.76	2018-08-07T17:48:12.681253579Z	85.925	cassandra-001	9.952
78.84	104	66.0	89.89	37.76	48.61	37.76	2018-08-07T17:48:19.690508785Z	85.97	cassandra-001	9.225
83.58	105	70.56	91.7	37.76	78.84	37.76	2018-08-07T17:48:26.699087502Z	173.891	cassandra-001	17.236
90.94	107	76.72	92.49	37.76	83.58	37.76	2018-08-07T17:48:33.709454328Z	89.322	cassandra-001	10.056
89.23	109	79.81	92.59	37.76	90.94	37.76	2018-08-07T17:48:40.717843257Z	183.648	cassandra-001	20.27
58.55	111	79.63	92.68	37.76	89.23	37.76	2018-08-07T17:48:47.724212312Z	93.317	cassandra-001	10.807
83.17	112	74.96	92.49	37.75	58.55	37.75	2018-08-07T17:48:54.730687131Z	93.47	cassandra-001	9.738
93.94	114	80.72	92.65	37.76	83.17	37.76	2018-08-07T17:49:01.739333939Z	191.487	cassandra-001	20.32
91.42	116	83.24	92.8	37.76	93.94	37.76	2018-08-07T17:49:08.747457264Z	94.997	cassandra-001	8.272
116.46	117	84.54	92.8	37.76	91.42	37.76	2018-08-07T17:49:15.75890166Z	195.886	cassandra-001	18.866
127.03	119	88.8	92.55	37.76	116.46	37.76	2018-08-07T17:49:22.768511619Z	98.996	cassandra-001	9.181
90.66	120	95.09	92.73	37.76	127.03	37.76	2018-08-07T17:49:29.776617105Z	100.177	cassandra-001	11.386
98.65	120	100.45	78.76	37.76	90.66	37.76	2018-08-07T17:49:36.78569964Z	198.77	cassandra-001	20.132
90.21	120	103.03	82.27	37.76	98.65	37.76	2018-08-07T17:49:43.794520674Z	99.674	cassandra-001	9.736
83.24	120	102.41	84.83	37.76	90.21	37.76	2018-08-07T17:49:50.803080193Z	197.71	cassandra-001	21.821
97.28	120	101.04	87.41	37.76	83.24	37.76	2018-08-07T17:49:57.814169588Z	100.427	cassandra-001	9.472
108.45	120	97.85	89.97	37.76	97.28	37.76	2018-08-07T17:50:04.822451015Z	101.246	cassandra-001	11.254
82.09	120	94.75	91.93	37.76	108.45	37.76	2018-08-07T17:50:11.832940954Z	199.939	cassandra-001	20.264
106.9	120	93.32	92.48	37.76	82.09	37.76	2018-08-07T17:50:18.841781899Z	100.052	cassandra-001	10.435
