host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
1.82	kafka-001	15.93	1.584	2018-08-18T00:02:07.029449756Z	89.35	2.359	1.73	1.53	52	15.93
1.8	kafka-001	15.93	1.224	2018-08-18T00:02:14.04193071Z	89.35	2.153	1.53	2.25	54	15.93
1.9	kafka-001	15.93	1.983	2018-08-18T00:02:21.053806449Z	89.34	3.098	2.25	1.65	55	15.93
1.76	kafka-001	15.93	1.146	2018-08-18T00:02:28.065979276Z	89.35	1.921	1.65	1.83	57	15.93
1.75	kafka-001	15.93	1.51	2018-08-18T00:02:35.079530622Z	89.35	2.634	1.83	1.77	59	15.93
1.79	kafka-001	15.93	1.31	2018-08-18T00:02:42.091645422Z	89.35	2.297	1.77	1.49	61	15.93
1.75	kafka-001	15.93	1.36	2018-08-18T00:02:49.103231726Z	89.35	2.251	1.49	2.02	63	15.93
1.83	kafka-001	15.93	1.338	2018-08-18T00:02:56.113457354Z	89.35	2.346	2.02	1.55	64	15.93
1.72	kafka-001	15.93	1.31	2018-08-18T00:03:03.125505056Z	89.35	2.297	1.55	1.78	66	15.93
1.74	kafka-001	15.93	1.926	2018-08-18T00:03:10.137256575Z	89.35	3.108	1.78	1.72	67	15.93
1.72	kafka-001	15.93	1.75	2018-08-18T00:03:17.150731239Z	89.34	2.859	1.72	1.51	69	15.93
1.68	kafka-001	15.93	2.128	2018-08-18T00:03:24.164399923Z	89.35	3.267	1.51	2.01	70	15.93
1.76	kafka-001	15.93	2.278	2018-08-18T00:03:31.1773809Z	89.35	4.206	2.01	1.47	72	15.93
1.67	kafka-001	15.93	1.052	2018-08-18T00:03:38.189070534Z	89.35	1.865	1.47	2.2	73	15.93
1.78	kafka-001	15.93	2.034	2018-08-18T00:03:45.200131694Z	89.35	3.232	2.2	2.13	75	15.93
1.84	kafka-001	15.93	1.698	2018-08-18T00:03:52.21285577Z	89.35	3.039	2.13	1.68	76	15.93
1.83	kafka-001	15.93	1.18	2018-08-18T00:03:59.224040254Z	89.35	2.051	1.68	1.68	78	15.93
1.86	kafka-001	15.93	1.934	2018-08-18T00:04:06.235267169Z	89.35	3.63	1.68	1.72	79	15.93
1.81	kafka-001	15.93	1.31	2018-08-18T00:04:13.249824896Z	89.35	2.297	1.72	2.25	81	15.93
1.94	kafka-001	15.93	2.336	2018-08-18T00:04:20.261688602Z	89.34	4.062	2.25	2.08	82	15.93
1.92	kafka-001	15.93	1.49	2018-08-18T00:04:27.273710286Z	89.34	2.303	2.08	1.64	83	15.93
1.84	kafka-001	15.93	2.054	2018-08-18T00:04:34.285409531Z	89.34	3.279	1.64	1.54	85	15.93
1.82	kafka-001	15.93	2.166	2018-08-18T00:04:41.297076512Z	89.34	3.596	1.54	1.56	86	15.93
1.8	kafka-001	15.93	1.44	2018-08-18T00:04:48.308246966Z	89.35	2.607	1.56	2.54	87	15.93
1.93	kafka-001	15.93	1.424	2018-08-18T00:04:55.320329115Z	89.35	2.49	2.54	1.78	89	15.93
1.86	kafka-001	15.93	1.74	2018-08-18T00:05:02.331999173Z	89.35	3.081	1.78	1.27	90	15.93
1.72	kafka-001	15.93	1.526	2018-08-18T00:05:09.341699Z	89.35	2.751	1.27	1.35	91	15.93
1.67	kafka-001	15.93	1.934	2018-08-18T00:05:16.354322728Z	89.35	3.63	1.35	1.64	92	15.93
1.69	kafka-001	15.93	1.31	2018-08-18T00:05:23.366482227Z	89.35	2.297	1.64	2.44	93	15.93
1.84	kafka-001	15.93	2.192	2018-08-18T00:05:30.37912881Z	89.35	4.062	2.44	2.34	95	15.93
1.8	kafka-001	15.93	1.548	2018-08-18T00:05:37.39496657Z	89.35	2.715	2.34	1.5	96	15.93
1.76	kafka-001	15.93	2.132	2018-08-18T00:05:44.408509891Z	89.35	3.213	1.5	1.51	97	15.93
1.8	kafka-001	15.93	2.562	2018-08-18T00:05:51.419225176Z	89.35	3.992	1.51	1.59	98	15.93
1.84	kafka-001	15.93	1.052	2018-08-18T00:05:58.430373312Z	89.35	1.865	1.59	2.85	99	15.93
2.04	kafka-001	15.93	1.466	2018-08-18T00:06:05.441623783Z	89.35	2.532	2.85	1.84	101	15.93
1.94	kafka-001	15.93	1.49	2018-08-18T00:06:12.452511562Z	89.35	2.497	1.84	1.65	102	15.93
1.82	kafka-001	15.93	1.138	2018-08-18T00:06:19.465353522Z	89.35	2.009	1.65	1.39	103	15.93
1.8	kafka-001	15.93	1.338	2018-08-18T00:06:26.475744159Z	89.35	2.346	1.39	1.65	104	15.93
1.83	kafka-001	15.93	1.49	2018-08-18T00:06:33.487447947Z	89.35	2.497	1.65	2.39	106	15.93
1.96	kafka-001	15.93	1.638	2018-08-18T00:06:40.499962091Z	89.34	2.82	2.39	2.01	107	15.93
1.82	kafka-001	15.93	1.052	2018-08-18T00:06:47.512222279Z	89.34	1.865	2.01	1.49	108	15.93
1.76	kafka-001	15.93	1.516	2018-08-18T00:06:54.523429664Z	89.34	2.407	1.49	1.59	109	15.93
1.75	kafka-001	15.93	2.144	2018-08-18T00:07:01.534847393Z	89.34	3.384	1.59	1.58	110	15.93
1.78	kafka-001	15.93	1.448	2018-08-18T00:07:08.545876745Z	89.34	2.261	1.58	2.56	112	15.93
1.94	kafka-001	15.93	1.466	2018-08-18T00:07:15.556133518Z	89.34	2.532	2.56	1.79	113	15.93
1.84	kafka-001	15.93	1.647	2018-08-18T00:07:22.567049787Z	89.34	2.673	1.79	1.44	114	15.93
1.74	kafka-001	15.93	1.138	2018-08-18T00:07:29.578166987Z	89.34	2.009	1.44	1.48	115	15.93
1.74	kafka-001	15.93	1.424	2018-08-18T00:07:36.591119674Z	89.35	2.49	1.48	1.65	116	15.93
1.75	kafka-001	15.93	1.404	2018-08-18T00:07:43.603247318Z	89.35	2.353	1.65	2.3	117	15.93
1.87	kafka-001	15.93	1.638	2018-08-18T00:07:50.614730517Z	89.35	2.82	2.3	2.13	118	15.93
1.8	kafka-001	15.93	1.052	2018-08-18T00:07:57.6258827Z	89.35	1.865	2.13	1.59	119	15.93
1.76	kafka-001	15.93	1.318	2018-08-18T00:08:04.636376412Z	89.35	2.209	1.59	1.42	121	15.93
1.76	kafka-001	15.93	2.364	2018-08-18T00:08:11.645100473Z	89.35	3.794	1.42	1.52	122	15.93
1.77	kafka-001	15.93	1.944	2018-08-18T00:08:18.656398001Z	89.35	3.111	1.52	2.56	123	15.93
1.92	kafka-001	15.93	1.896	2018-08-18T00:08:25.664915984Z	89.35	3.296	2.56	1.81	124	15.93
1.84	kafka-001	15.93	1.49	2018-08-18T00:08:32.676393737Z	89.35	2.497	1.81	1.52	125	15.93
1.74	kafka-001	15.93	1.224	2018-08-18T00:08:39.687813723Z	89.35	2.153	1.52	1.53	126	15.93
1.73	kafka-001	15.93	2.366	2018-08-18T00:08:46.701844174Z	89.35	3.63	1.53	1.54	127	15.93
1.75	kafka-001	15.93	1.266	2018-08-18T00:08:53.715842234Z	89.35	2.195	1.54	2.35	128	15.93
1.89	kafka-001	15.93	2.07	2018-08-18T00:09:00.729205291Z	89.35	3.664	2.35	2.28	129	15.93
1.84	kafka-001	15.93	1.354	2018-08-18T00:09:07.740198021Z	89.34	2.463	2.28	1.65	129	15.93
1.81	kafka-001	15.93	1.67	2018-08-18T00:09:14.753323263Z	89.34	2.751	1.65	1.48	129	15.93
1.81	kafka-001	15.93	2.356	2018-08-18T00:09:21.764579042Z	89.34	4.206	1.48	1.49	129	15.93
1.8	kafka-001	15.93	2.03	2018-08-18T00:09:28.777418546Z	89.35	3.255	1.49	2.46	129	15.93
1.95	kafka-001	15.93	2.008	2018-08-18T00:09:35.787979594Z	89.34	3.35	2.46	2.14	129	15.93
1.92	kafka-001	15.93	1.83	2018-08-18T00:09:42.799988814Z	89.34	3.171	2.14	1.57	129	15.93
1.8	kafka-001	15.93	1.612	2018-08-18T00:09:49.811196468Z	89.34	2.895	1.57	1.51	129	15.93
1.78	kafka-001	15.93	1.546	2018-08-18T00:09:56.826945514Z	89.34	2.888	1.51	1.69	129	15.93
1.81	kafka-001	15.93	1.798	2018-08-18T00:10:03.838925861Z	89.34	2.937	1.69	2.25	129	15.93
1.94	kafka-001	15.93	2.422	2018-08-18T00:10:10.850486552Z	89.1	4.206	2.25	2.26	129	15.93
1.9	kafka-001	15.93	1.354	2018-08-18T00:10:17.864007984Z	89.1	2.463	2.26	1.64	129	15.93
1.82	kafka-001	15.93	1.526	2018-08-18T00:10:24.876532328Z	89.1	2.751	1.64	1.67	129	15.93
