host_moving_avg_cpu	name	memory_active_anon%	net_send	timestamp	memory%	net_receive	host_cpu	container_cpu%	sensor_count	memory_rss%
59.5	cassandra-001	37.99	0.0	2018-08-18T00:58:18.405335772Z	61.44	0.0	63.07	59.87	54	37.99
60.9	cassandra-001	37.99	0.171	2018-08-18T00:58:25.413493369Z	62.19	0.141	59.87	103.79	56	37.99
68.94	cassandra-001	37.98	0.0	2018-08-18T00:58:32.42050145Z	63.25	0.0	103.79	95.13	58	37.98
73.55	cassandra-001	37.98	0.171	2018-08-18T00:58:39.4285269Z	65.59	0.141	95.13	106.13	60	37.98
80.53	cassandra-001	37.98	0.0	2018-08-18T00:58:46.435216143Z	67.95	0.0	106.13	90.9	62	37.98
86.48	cassandra-001	37.98	0.171	2018-08-18T00:58:53.44269554Z	70.19	0.141	90.9	81.36	63	37.98
89.53	cassandra-001	37.99	0.0	2018-08-18T00:59:00.449032953Z	65.34	0.0	81.36	67.45	65	37.99
90.79	cassandra-001	38.0	0.171	2018-08-18T00:59:07.455488402Z	65.7	0.141	67.45	61.58	67	38.0
83.76	cassandra-001	38.0	0.0	2018-08-18T00:59:14.461527927Z	66.13	0.0	61.58	63.86	69	38.0
78.55	cassandra-001	37.99	0.171	2018-08-18T00:59:21.467802028Z	66.49	0.141	63.86	68.18	70	37.99
72.22	cassandra-001	37.98	0.0	2018-08-18T00:59:28.47457217Z	66.84	0.0	68.18	59.62	72	37.98
67.01	cassandra-001	37.98	0.171	2018-08-18T00:59:35.487056772Z	67.2	0.141	59.62	71.96	73	37.98
65.44	cassandra-001	37.99	0.0	2018-08-18T00:59:42.493349635Z	67.59	0.0	71.96	61.85	75	37.99
64.51	cassandra-001	37.99	0.0	2018-08-18T00:59:49.499836625Z	69.27	0.0	61.85	129.08	76	37.99
75.76	cassandra-001	37.99	0.171	2018-08-18T00:59:56.505905799Z	68.47	0.141	129.08	76.74	78	37.99
77.91	cassandra-001	37.99	0.0	2018-08-18T01:00:03.512412271Z	68.87	0.0	76.74	71.85	79	37.99
78.52	cassandra-001	37.99	0.171	2018-08-18T01:00:10.518451484Z	69.28	0.141	71.85	69.18	81	37.99
80.11	cassandra-001	37.99	0.0	2018-08-18T01:00:17.527378133Z	69.7	0.0	69.18	73.5	82	37.99
80.37	cassandra-001	37.99	0.171	2018-08-18T01:00:24.53334991Z	71.42	0.141	73.5	119.26	84	37.99
89.94	cassandra-001	37.99	0.0	2018-08-18T01:00:31.538866892Z	70.65	0.0	119.26	65.91	85	37.99
79.41	cassandra-001	37.99	0.171	2018-08-18T01:00:38.545763003Z	71.09	0.141	65.91	78.66	87	37.99
79.73	cassandra-001	37.99	0.0	2018-08-18T01:00:45.552056415Z	71.53	0.0	78.66	90.21	88	37.99
82.79	cassandra-001	37.99	0.171	2018-08-18T01:00:52.558538439Z	71.97	0.141	90.21	66.78	89	37.99
82.39	cassandra-001	37.99	0.0	2018-08-18T01:00:59.572798877Z	72.74	0.0	66.78	114.18	91	37.99
89.17	cassandra-001	37.99	0.171	2018-08-18T01:01:06.581217049Z	74.6	0.141	114.18	131.6	92	37.99
91.22	cassandra-001	37.99	0.0	2018-08-18T01:01:13.588966497Z	76.49	0.0	131.6	131.77	94	37.99
102.2	cassandra-001	37.99	0.0	2018-08-18T01:01:20.594431619Z	78.37	0.0	131.77	123.83	95	37.99
109.73	cassandra-001	37.99	0.171	2018-08-18T01:01:27.601525816Z	75.3	0.141	123.83	170.83	96	37.99
123.17	cassandra-001	37.99	0.171	2018-08-18T01:01:34.606744799Z	74.2	0.141	170.83	89.29	97	37.99
126.92	cassandra-001	37.99	0.0	2018-08-18T01:01:41.613188369Z	74.71	0.0	89.29	99.33	99	37.99
124.44	cassandra-001	37.99	0.0	2018-08-18T01:01:48.620765623Z	75.2	0.0	99.33	70.9	100	37.99
114.32	cassandra-001	37.99	0.171	2018-08-18T01:01:55.627050121Z	75.39	0.141	70.9	67.5	101	37.99
103.61	cassandra-001	37.99	0.0	2018-08-18T01:02:02.636638654Z	75.93	0.0	67.5	87.39	102	37.99
97.54	cassandra-001	37.99	0.171	2018-08-18T01:02:09.646403647Z	76.43	0.141	87.39	85.91	104	37.99
83.39	cassandra-001	37.99	0.0	2018-08-18T01:02:16.653459581Z	76.97	0.0	85.91	93.1	105	37.99
84.02	cassandra-001	38.0	0.171	2018-08-18T01:02:23.660144967Z	77.2	0.141	93.1	99.34	106	38.0
84.02	cassandra-001	38.0	0.0	2018-08-18T01:02:30.666200445Z	77.74	0.0	99.34	93.84	107	38.0
87.85	cassandra-001	38.0	0.171	2018-08-18T01:02:37.674906696Z	78.28	0.141	93.84	85.95	108	38.0
90.92	cassandra-001	38.0	0.0	2018-08-18T01:02:44.68165261Z	78.84	0.0	85.95	90.32	110	38.0
91.41	cassandra-001	38.0	0.171	2018-08-18T01:02:51.688272262Z	80.28	0.141	90.32	122.65	111	38.0
97.53	cassandra-001	38.0	0.0	2018-08-18T01:02:58.694915594Z	82.26	0.0	122.65	122.97	112	38.0
102.51	cassandra-001	38.0	0.171	2018-08-18T01:03:05.705583202Z	84.24	0.141	122.97	131.5	113	38.0
107.87	cassandra-001	38.0	0.0	2018-08-18T01:03:12.712619836Z	87.51	0.0	131.5	172.72	114	38.0
121.02	cassandra-001	37.99	0.0	2018-08-18T01:03:19.722352208Z	81.47	0.0	172.72	90.73	116	37.99
121.81	cassandra-001	37.89	0.171	2018-08-18T01:03:26.728557176Z	81.97	0.141	90.73	89.01	117	37.89
121.6	cassandra-001	37.88	0.0	2018-08-18T01:03:33.734616869Z	82.56	0.0	89.01	85.4	118	37.88
115.39	cassandra-001	37.88	0.171	2018-08-18T01:03:40.741710152Z	82.85	0.141	85.4	79.84	119	37.88
108.2	cassandra-001	37.88	0.0	2018-08-18T01:03:47.749744898Z	83.45	0.0	79.84	93.92	120	37.88
101.94	cassandra-001	37.88	0.171	2018-08-18T01:03:54.756781023Z	84.06	0.141	93.92	96.74	121	37.88
89.27	cassandra-001	37.88	0.0	2018-08-18T01:04:01.763613879Z	84.4	0.0	96.74	105.49	122	37.88
91.73	cassandra-001	37.88	0.171	2018-08-18T01:04:08.769978741Z	85.01	0.141	105.49	92.37	123	37.88
92.29	cassandra-001	37.88	0.0	2018-08-18T01:04:15.776180724Z	85.65	0.0	92.37	111.87	124	37.88
96.7	cassandra-001	37.88	0.171	2018-08-18T01:04:22.783170957Z	87.59	0.141	111.87	101.83	125	37.88
100.37	cassandra-001	37.88	0.0	2018-08-18T01:04:29.791629715Z	88.15	0.0	101.83	122.44	126	37.88
105.12	cassandra-001	37.88	0.171	2018-08-18T01:04:36.79737423Z	90.2	0.141	122.44	124.77	127	37.88
109.79	cassandra-001	37.88	0.0	2018-08-18T01:04:43.803909678Z	92.58	0.0	124.77	209.1	128	37.88
127.06	cassandra-001	37.88	0.0	2018-08-18T01:04:50.811759301Z	92.65	0.0	209.1	106.07	129	37.88
129.35	cassandra-001	37.88	0.171	2018-08-18T01:04:57.819797782Z	89.27	0.141	106.07	126.29	129	37.88
131.75	cassandra-001	37.88	0.171	2018-08-18T01:05:04.828493519Z	91.92	0.141	126.29	205.39	129	37.88
149.01	cassandra-001	37.89	0.0	2018-08-18T01:05:11.838770929Z	92.8	0.0	205.39	120.54	129	37.89
148.69	cassandra-001	37.88	0.0	2018-08-18T01:05:18.844893885Z	92.86	0.0	120.54	133.97	129	37.88
150.23	cassandra-001	37.88	0.171	2018-08-18T01:05:25.851787832Z	92.74	0.141	133.97	112.76	129	37.88
134.17	cassandra-001	37.88	0.0	2018-08-18T01:05:32.859268279Z	92.48	0.0	112.76	111.68	129	37.88
135.1	cassandra-001	37.88	0.171	2018-08-18T01:05:39.86992309Z	92.87	0.141	111.68	119.36	129	37.88
133.95	cassandra-001	37.88	0.0	2018-08-18T01:05:46.878541458Z	92.53	0.0	119.36	152.29	129	37.88
125.1	cassandra-001	37.91	0.171	2018-08-18T01:05:53.889278161Z	91.5	0.141	152.29	141.0	129	37.91
128.51	cassandra-001	37.89	0.0	2018-08-18T01:06:00.895031015Z	92.89	0.0	141.0	116.68	129	37.89
125.63	cassandra-001	37.89	0.171	2018-08-18T01:06:07.900749474Z	92.64	0.141	116.68	119.29	129	37.89
