memory_active_anon%	memory%	sensor_count	net_send	host_cpu	name	timestamp	container_cpu%	host_moving_avg_cpu	memory_rss%	net_receive
38.23	90.02	129	0.0	124.66	cassandra-001	2018-08-19T00:13:57.2441048Z	161.91	129.85	38.23	0.0
38.23	91.78	130	0.0	161.91	cassandra-001	2018-08-19T00:14:04.251381612Z	143.76	138.79	38.23	0.0
38.23	91.96	131	0.342	143.76	cassandra-001	2018-08-19T00:14:11.262830971Z	119.61	138.93	38.23	0.282
38.23	91.91	132	0.0	119.61	cassandra-001	2018-08-19T00:14:18.271182222Z	82.45	138.08	38.23	0.0
38.23	91.79	133	0.0	82.45	cassandra-001	2018-08-19T00:14:25.280490146Z	141.97	125.91	38.23	0.0
38.23	91.72	134	0.0	141.97	cassandra-001	2018-08-19T00:14:32.290434651Z	134.53	129.06	38.23	0.0
38.23	91.82	135	0.342	134.53	cassandra-001	2018-08-19T00:14:39.29748485Z	177.89	130.71	38.23	0.282
38.23	91.8	136	0.0	177.89	cassandra-001	2018-08-19T00:14:46.304067887Z	169.85	133.37	38.23	0.0
38.23	91.98	137	0.0	169.85	cassandra-001	2018-08-19T00:14:53.312705693Z	106.56	137.72	38.23	0.0
38.23	91.97	138	0.0	106.56	cassandra-001	2018-08-19T00:15:00.319741401Z	120.19	135.54	38.23	0.0
38.23	91.82	139	0.342	120.19	cassandra-001	2018-08-19T00:15:07.327889073Z	133.51	141.83	38.23	0.282
38.23	91.85	140	0.0	133.51	cassandra-001	2018-08-19T00:15:14.334260111Z	141.86	140.42	38.23	0.0
38.23	88.3	141	0.0	141.86	cassandra-001	2018-08-19T00:15:21.342444379Z	134.44	141.64	38.23	0.0
38.23	89.98	142	0.0	134.44	cassandra-001	2018-08-19T00:15:28.350256516Z	96.03	134.4	38.23	0.0
38.23	91.81	143	0.171	96.03	cassandra-001	2018-08-19T00:15:35.357267411Z	122.34	122.1	38.23	0.141
38.23	90.98	143	0.171	122.34	cassandra-001	2018-08-19T00:15:42.364602627Z	154.54	124.73	38.23	0.141
38.24	91.77	144	0.0	154.54	cassandra-001	2018-08-19T00:15:49.373090838Z	148.08	130.45	38.24	0.0
38.24	91.7	145	0.0	148.08	cassandra-001	2018-08-19T00:15:56.380084591Z	162.44	132.88	38.24	0.0
38.24	91.68	146	0.0	162.44	cassandra-001	2018-08-19T00:16:03.389072068Z	99.37	136.31	38.24	0.0
38.24	91.6	147	0.342	99.37	cassandra-001	2018-08-19T00:16:10.395677126Z	151.23	130.47	38.24	0.282
38.24	91.7	148	0.0	151.23	cassandra-001	2018-08-19T00:16:17.406679818Z	170.23	139.67	38.24	0.0
38.24	91.73	149	0.0	170.23	cassandra-001	2018-08-19T00:16:24.412533612Z	153.76	147.65	38.24	0.0
38.24	91.66	150	0.0	153.76	cassandra-001	2018-08-19T00:16:31.418900278Z	155.77	147.52	38.24	0.0
38.24	91.59	151	0.342	155.77	cassandra-001	2018-08-19T00:16:38.425755629Z	100.16	148.8	38.24	0.282
38.24	91.83	152	0.0	100.16	cassandra-001	2018-08-19T00:16:45.432684107Z	124.62	138.42	38.24	0.0
38.24	91.58	152	0.0	124.62	cassandra-001	2018-08-19T00:16:52.439471901Z	150.46	142.63	38.24	0.0
38.24	91.3	152	0.0	150.46	cassandra-001	2018-08-19T00:16:59.446168771Z	173.49	142.5	38.24	0.0
38.24	91.7	152	0.342	173.49	cassandra-001	2018-08-19T00:17:06.456792647Z	139.55	143.04	38.24	0.282
38.24	91.72	152	0.0	139.55	cassandra-001	2018-08-19T00:17:13.463390522Z	109.68	140.67	38.24	0.0
38.24	91.88	152	0.0	109.68	cassandra-001	2018-08-19T00:17:20.470062618Z	154.22	132.99	38.24	0.0
38.25	91.73	152	0.0	154.22	cassandra-001	2018-08-19T00:17:27.477843846Z	143.95	142.0	38.25	0.0
38.25	91.56	152	0.0	143.95	cassandra-001	2018-08-19T00:17:34.484926114Z	188.03	145.22	38.25	0.0
38.24	91.89	152	0.342	188.03	cassandra-001	2018-08-19T00:17:41.496983338Z	143.01	151.49	38.24	0.282
38.24	91.71	152	0.0	143.01	cassandra-001	2018-08-19T00:17:48.503558214Z	105.06	146.41	38.24	0.0
38.24	91.6	152	0.0	105.06	cassandra-001	2018-08-19T00:17:55.510491288Z	214.86	140.66	38.24	0.0
38.24	91.65	152	0.0	214.86	cassandra-001	2018-08-19T00:18:02.517230356Z	152.38	158.19	38.24	0.0
38.24	91.83	152	0.342	152.38	cassandra-001	2018-08-19T00:18:09.524615581Z	157.81	157.88	38.24	0.282
