sensor_count	memory_active_anon%	memory%	name	net_receive	timestamp	net_send	container_cpu%	host_moving_avg_cpu	memory_rss%	host_cpu
2	18.8	19.9	kafka-001	18666.655	2019-04-24T15:01:52.151501831Z	26737.911	3.77	nan	18.8	0
6	18.8	19.9	kafka-001	42.039	2019-04-24T15:01:59.165062737Z	39.075	7.86	nan	18.8	3.77
10	18.81	19.91	kafka-001	63.788	2019-04-24T15:02:06.179757504Z	72.428	9.66	nan	18.81	7.86
13	18.81	19.91	kafka-001	73.605	2019-04-24T15:02:13.203378773Z	66.411	9.65	nan	18.81	9.66
17	18.81	19.91	kafka-001	92.586	2019-04-24T15:02:20.216417217Z	110.399	19.14	nan	18.81	9.65
20	18.81	19.92	kafka-001	103.525	2019-04-24T15:02:27.231115319Z	93.466	12.84	8.35	18.81	19.14
22	18.88	20.0	kafka-001	114.641	2019-04-24T15:02:34.245040125Z	99.564	12.6	10.49	18.88	12.84
25	18.81	19.93	kafka-001	134.748	2019-04-24T15:02:41.25983679Z	161.45	16.52	11.96	18.81	12.6
28	18.81	19.92	kafka-001	139.015	2019-04-24T15:02:48.272916952Z	119.368	13.91	13.4	18.81	16.52
30	18.81	19.93	kafka-001	153.542	2019-04-24T15:02:55.288930858Z	184.137	22.0	14.11	18.81	13.91
32	18.81	19.93	kafka-001	159.487	2019-04-24T15:03:02.308792835Z	137.042	24.77	16.17	18.81	22.0
35	18.81	19.94	kafka-001	168.843	2019-04-24T15:03:09.324186645Z	143.466	15.44	17.11	18.81	24.77
37	18.81	19.94	kafka-001	179.39	2019-04-24T15:03:16.341164393Z	213.332	16.82	17.54	18.81	15.44
39	18.81	19.94	kafka-001	183.445	2019-04-24T15:03:23.355117475Z	153.783	18.07	18.24	18.81	16.82
41	18.84	19.97	kafka-001	190.952	2019-04-24T15:03:30.36478125Z	229.481	39.38	18.5	18.84	18.07
43	18.85	19.98	kafka-001	197.131	2019-04-24T15:03:37.377632174Z	159.826	22.99	22.75	18.85	39.38
46	18.85	19.98	kafka-001	209.559	2019-04-24T15:03:44.390216183Z	174.819	19.3	22.91	18.85	22.99
48	18.85	19.99	kafka-001	216.828	2019-04-24T15:03:51.403007417Z	262.244	17.67	22.0	18.85	19.3
50	18.95	20.08	kafka-001	216.631	2019-04-24T15:03:58.415782248Z	183.612	18.05	22.37	18.95	17.67
51	18.85	20.0	kafka-001	240.402	2019-04-24T15:04:05.428002874Z	291.346	20.48	22.58	18.85	18.05
53	18.99	20.14	kafka-001	240.559	2019-04-24T15:04:12.449958048Z	204.434	19.12	22.98	18.99	20.48
55	18.99	20.14	kafka-001	252.369	2019-04-24T15:04:19.464190338Z	211.872	20.05	19.6	18.99	19.12
57	18.99	20.14	kafka-001	266.728	2019-04-24T15:04:26.480259204Z	321.208	19.29	19.11	18.99	20.05
59	18.99	20.15	kafka-001	268.465	2019-04-24T15:04:33.496294538Z	220.94	19.51	19.11	18.99	19.29
60	18.99	20.15	kafka-001	279.146	2019-04-24T15:04:40.508626812Z	339.47	26.17	19.42	18.99	19.51
62	18.99	20.16	kafka-001	283.211	2019-04-24T15:04:47.523857704Z	234.444	21.19	20.77	18.99	26.17
64	18.99	20.16	kafka-001	289.559	2019-04-24T15:04:54.537701243Z	241.62	24.98	20.89	18.99	21.19
66	18.99	20.16	kafka-001	301.85	2019-04-24T15:05:01.554824086Z	363.814	25.46	21.87	18.99	24.98
67	18.99	20.17	kafka-001	304.243	2019-04-24T15:05:08.572123699Z	251.666	23.02	22.77	18.99	25.46
69	18.99	20.17	kafka-001	314.114	2019-04-24T15:05:15.590256758Z	385.821	22.76	23.39	18.99	23.02
70	18.99	20.18	kafka-001	315.193	2019-04-24T15:05:22.606949377Z	261.678	23.13	23.93	18.99	22.76
72	19.0	20.18	kafka-001	319.229	2019-04-24T15:05:29.616759633Z	263.764	21.78	23.42	19.0	23.13
73	19.0	20.19	kafka-001	336.286	2019-04-24T15:05:36.629469893Z	408.006	23.39	23.52	19.0	21.78
75	19.0	20.19	kafka-001	336.927	2019-04-24T15:05:43.645673566Z	277.137	25.03	23.26	19.0	23.39
76	19.0	20.19	kafka-001	345.536	2019-04-24T15:05:50.659939175Z	418.541	33.35	23.19	19.0	25.03
78	19.0	20.2	kafka-001	348.621	2019-04-24T15:05:57.67255266Z	283.763	21.3	24.91	19.0	33.35
79	19.0	20.2	kafka-001	357.313	2019-04-24T15:06:04.685268824Z	291.689	24.9	24.66	19.0	21.3
80	19.0	20.21	kafka-001	372.024	2019-04-24T15:06:11.697605827Z	444.344	28.64	24.96	19.0	24.9
82	19.0	20.22	kafka-001	368.962	2019-04-24T15:06:18.71287256Z	299.12	26.18	26.1	19.0	28.64
83	19.0	20.22	kafka-001	382.015	2019-04-24T15:06:25.727913811Z	454.872	30.04	26.57	19.0	26.18
84	19.0	20.22	kafka-001	382.119	2019-04-24T15:06:32.741160732Z	310.296	27.08	27.4	19.0	30.04
86	19.0	20.23	kafka-001	384.055	2019-04-24T15:06:39.750482657Z	312.172	24.01	26.36	19.0	27.08
87	19.0	20.24	kafka-001	396.022	2019-04-24T15:06:46.761916334Z	477.872	26.62	26.81	19.0	24.01
88	19.0	20.24	kafka-001	396.427	2019-04-24T15:06:53.776782135Z	324.756	28.05	27.1	19.0	26.62
90	19.0	20.25	kafka-001	406.43	2019-04-24T15:07:00.788786447Z	488.889	29.68	27.0	19.0	28.05
91	19.0	20.25	kafka-001	401.419	2019-04-24T15:07:07.801510802Z	330.966	26.89	27.58	19.0	29.68
92	19.0	20.26	kafka-001	408.129	2019-04-24T15:07:14.814728314Z	332.578	27.72	27.06	19.0	26.89
93	19.0	20.26	kafka-001	425.238	2019-04-24T15:07:21.828816845Z	511.928	27.48	27.16	19.0	27.72
95	19.0	20.27	kafka-001	421.76	2019-04-24T15:07:28.845459945Z	342.598	27.29	27.74	19.0	27.48
96	19.0	20.27	kafka-001	430.247	2019-04-24T15:07:35.861250929Z	520.35	30.7	27.85	19.0	27.29
97	19.0	20.28	kafka-001	429.057	2019-04-24T15:07:42.872079759Z	349.536	30.65	28.29	19.0	30.7
98	19.0	20.28	kafka-001	439.369	2019-04-24T15:07:49.885281245Z	355.092	31.18	28.46	19.0	30.65
99	19.0	20.29	kafka-001	443.552	2019-04-24T15:07:56.89789872Z	539.344	31.03	29.17	19.0	31.18
101	19.0	20.3	kafka-001	443.801	2019-04-24T15:08:03.913901821Z	363.637	51.18	29.72	19.0	31.03
102	19.0	20.3	kafka-001	457.253	2019-04-24T15:08:10.928279853Z	552.501	38.2	33.67	19.0	51.18
103	19.0	20.31	kafka-001	456.333	2019-04-24T15:08:17.942599202Z	367.124	30.18	35.49	19.0	38.2
104	19.0	20.32	kafka-001	459.084	2019-04-24T15:08:24.957183219Z	373.464	30.94	35.4	19.0	30.18
105	19.0	20.32	kafka-001	471.08	2019-04-24T15:08:31.969051498Z	568.584	27.59	35.45	19.0	30.94
107	19.1	20.43	kafka-001	468.067	2019-04-24T15:08:38.981231529Z	382.742	33.99	34.85	19.1	27.59
108	19.1	20.44	kafka-001	483.004	2019-04-24T15:08:45.997133139Z	578.486	36.42	35.35	19.1	33.99
109	19.1	20.44	kafka-001	482.899	2019-04-24T15:08:53.011028474Z	391.666	33.83	32.89	19.1	36.42
110	19.1	20.45	kafka-001	484.408	2019-04-24T15:09:00.022894336Z	395.426	34.71	32.16	19.1	33.83
111	19.1	20.46	kafka-001	493.687	2019-04-24T15:09:07.032969494Z	595.544	34.83	32.91	19.1	34.71
112	19.1	20.46	kafka-001	498.639	2019-04-24T15:09:14.041254364Z	402.428	28.57	33.56	19.1	34.83
113	19.1	20.47	kafka-001	511.126	2019-04-24T15:09:21.053292152Z	610.032	36.19	33.73	19.1	28.57
114	19.1	20.47	kafka-001	509.561	2019-04-24T15:09:28.064126082Z	411.028	32.99	34.09	19.1	36.19
116	19.1	20.48	kafka-001	516.792	2019-04-24T15:09:35.079801618Z	421.887	40.81	33.52	19.1	32.99
117	19.1	20.49	kafka-001	519.353	2019-04-24T15:09:42.093804386Z	619.866	64.83	34.68	19.1	40.81
118	19.1	20.5	kafka-001	519.613	2019-04-24T15:09:49.112136446Z	418.872	34.99	39.7	19.1	64.83
119	19.1	20.51	kafka-001	531.67	2019-04-24T15:09:56.120916661Z	632.577	37.03	39.73	19.1	34.99
120	19.1	20.51	kafka-001	528.424	2019-04-24T15:10:03.132610422Z	421.425	36.42	41.14	19.1	37.03
121	19.1	20.52	kafka-001	539.085	2019-04-24T15:10:10.146365057Z	639.733	35.54	41.18	19.1	36.42
122	19.1	20.53	kafka-001	539.701	2019-04-24T15:10:17.161617986Z	429.723	38.8	41.6	19.1	35.54
123	19.1	20.54	kafka-001	541.281	2019-04-24T15:10:24.17045299Z	434.783	30.76	41.27	19.1	38.8
124	19.1	20.54	kafka-001	554.462	2019-04-24T15:10:31.181096428Z	667.388	39.26	35.59	19.1	30.76
125	19.1	20.55	kafka-001	553.113	2019-04-24T15:10:38.194661141Z	442.595	38.18	36.3	19.1	39.26
126	19.1	20.56	kafka-001	564.91	2019-04-24T15:10:45.208663561Z	675.842	42.53	36.49	19.1	38.18
127	19.1	20.56	kafka-001	562.216	2019-04-24T15:10:52.220811479Z	450.484	38.72	37.51	19.1	42.53
128	19.26	20.72	kafka-001	561.758	2019-04-24T15:10:59.23416164Z	458.829	38.98	38.04	19.26	38.72
129	19.26	20.73	kafka-001	575.18	2019-04-24T15:11:06.246206465Z	683.42	37.31	38.07	19.26	38.98
130	19.26	20.74	kafka-001	572.771	2019-04-24T15:11:13.257589647Z	459.248	39.66	39.16	19.26	37.31
131	19.26	20.75	kafka-001	580.238	2019-04-24T15:11:20.27072402Z	693.321	44.57	39.23	19.26	39.66
132	19.26	20.76	kafka-001	582.873	2019-04-24T15:11:27.284694909Z	470.586	34.82	40.3	19.26	44.57
133	19.26	20.76	kafka-001	581.002	2019-04-24T15:11:34.294154441Z	463.764	39.25	39.01	19.26	34.82
134	19.26	20.77	kafka-001	587.357	2019-04-24T15:11:41.305287307Z	705.015	40.16	39.1	19.26	39.25
135	19.26	20.78	kafka-001	590.254	2019-04-24T15:11:48.313297202Z	474.073	39.5	39.3	19.26	40.16
136	19.26	20.79	kafka-001	593.675	2019-04-24T15:11:55.327893963Z	716.42	40.33	39.66	19.26	39.5
137	19.26	20.8	kafka-001	594.923	2019-04-24T15:12:02.336328555Z	475.448	39.76	39.77	19.26	40.33
138	19.26	20.8	kafka-001	606.533	2019-04-24T15:12:09.34883208Z	481.816	40.99	38.97	19.26	39.76
139	19.26	20.81	kafka-001	612.561	2019-04-24T15:12:16.362801683Z	727.166	41.45	40.0	19.26	40.99
139	19.26	20.82	kafka-001	608.36	2019-04-24T15:12:23.37515943Z	485.198	38.71	40.37	19.26	41.45
140	19.26	20.83	kafka-001	619.218	2019-04-24T15:12:30.390497185Z	734.062	57.34	40.12	19.26	38.71
141	19.26	20.84	kafka-001	621.141	2019-04-24T15:12:37.402285133Z	496.968	36.83	43.1	19.26	57.34
142	19.26	20.85	kafka-001	623.269	2019-04-24T15:12:44.409866784Z	494.518	42.75	42.51	19.26	36.83
143	19.26	20.86	kafka-001	626.642	2019-04-24T15:12:51.421330205Z	745.638	39.74	43.01	19.26	42.75
144	19.26	20.86	kafka-001	624.926	2019-04-24T15:12:58.434330421Z	501.27	42.01	42.8	19.26	39.74
145	19.26	20.87	kafka-001	632.649	2019-04-24T15:13:05.448907229Z	759.006	39.73	42.9	19.26	42.01
146	19.26	20.88	kafka-001	638.079	2019-04-24T15:13:12.460081415Z	510.148	45.12	43.07	19.26	39.73
147	19.26	20.89	kafka-001	643.343	2019-04-24T15:13:19.471310033Z	511.326	44.09	41.03	19.26	45.12
148	19.26	20.9	kafka-001	643.848	2019-04-24T15:13:26.486586327Z	772.495	46.17	42.24	19.26	44.09
149	19.26	20.91	kafka-001	653.509	2019-04-24T15:13:33.501826205Z	517.424	38.78	42.81	19.26	46.17
150	19.26	20.92	kafka-001	658.36	2019-04-24T15:13:40.514282003Z	783.87	47.45	42.65	19.26	38.78
151	19.26	20.92	kafka-001	659.545	2019-04-24T15:13:47.528962788Z	524.509	44.09	43.56	19.26	47.45
152	19.26	20.93	kafka-001	663.815	2019-04-24T15:13:54.542480219Z	525.326	42.16	44.28	19.26	44.09
152	19.26	20.94	kafka-001	667.316	2019-04-24T15:14:01.556260417Z	795.103	38.01	43.79	19.26	42.16
153	19.26	20.95	kafka-001	660.863	2019-04-24T15:14:08.572122447Z	533.951	44.68	42.78	19.26	38.01
154	19.26	20.96	kafka-001	675.788	2019-04-24T15:14:15.584204619Z	804.706	41.64	42.53	19.26	44.68
155	19.26	20.97	kafka-001	679.491	2019-04-24T15:14:22.595287433Z	542.879	46.73	43.01	19.26	41.64
156	19.26	20.98	kafka-001	683.339	2019-04-24T15:14:29.606899652Z	539.946	43.42	42.89	19.26	46.73
157	19.26	20.99	kafka-001	680.934	2019-04-24T15:14:36.62044739Z	819.388	46.98	42.77	19.26	43.42
158	19.26	21.0	kafka-001	691.347	2019-04-24T15:14:43.632918036Z	545.07	40.84	43.58	19.26	46.98
158	19.26	21.01	kafka-001	697.592	2019-04-24T15:14:50.647617649Z	830.841	50.63	44.05	19.26	40.84
159	19.26	21.02	kafka-001	695.497	2019-04-24T15:14:57.665891292Z	552.561	42.31	45.04	19.26	50.63
160	19.26	21.03	kafka-001	691.493	2019-04-24T15:15:04.679599944Z	552.062	48.14	45.15	19.26	42.31
161	19.26	21.04	kafka-001	703.693	2019-04-24T15:15:11.694584087Z	843.482	42.94	45.39	19.26	48.14
162	19.26	21.05	kafka-001	698.929	2019-04-24T15:15:18.706820159Z	555.456	46.86	45.31	19.26	42.94
162	19.26	21.05	kafka-001	703.837	2019-04-24T15:15:25.717211179Z	845.221	45.79	45.29	19.26	46.86
163	19.26	21.06	kafka-001	711.543	2019-04-24T15:15:32.731728393Z	562.594	48.13	46.11	19.26	45.79
164	19.26	21.08	kafka-001	715.227	2019-04-24T15:15:39.7450023Z	570.676	47.94	45.7	19.26	48.13
165	19.26	21.09	kafka-001	726.24	2019-04-24T15:15:46.758284544Z	876.02	49.84	46.63	19.26	47.94
166	19.26	21.1	kafka-001	726.033	2019-04-24T15:15:53.77181Z	580.415	45.6	46.92	19.26	49.84
167	19.26	21.1	kafka-001	736.262	2019-04-24T15:16:00.783545293Z	879.627	43.88	47.36	19.26	45.6
167	19.26	21.12	kafka-001	734.227	2019-04-24T15:16:07.79867054Z	585.87	44.7	46.86	19.26	43.88
168	19.26	21.13	kafka-001	738.859	2019-04-24T15:16:14.81630209Z	590.466	49.91	46.68	19.26	44.7
169	19.26	21.13	kafka-001	746.03	2019-04-24T15:16:21.831708463Z	895.596	48.14	46.98	19.26	49.91
170	19.26	21.15	kafka-001	745.751	2019-04-24T15:16:28.847364159Z	591.494	50.48	47.01	19.26	48.14
171	19.26	21.16	kafka-001	755.65	2019-04-24T15:16:35.867220433Z	894.547	56.94	47.12	19.26	50.48
172	19.26	21.17	kafka-001	748.465	2019-04-24T15:16:42.88055555Z	599.7	49.84	49.01	19.26	56.94
172	19.26	21.18	kafka-001	754.945	2019-04-24T15:16:49.892468625Z	602.684	45.81	50.0	19.26	49.84
173	19.26	21.19	kafka-001	759.276	2019-04-24T15:16:56.904733135Z	909.534	49.75	50.19	19.26	45.81
174	19.26	21.2	kafka-001	760.311	2019-04-24T15:17:03.917419591Z	605.094	48.52	50.16	19.26	49.75
175	19.26	21.21	kafka-001	767.55	2019-04-24T15:17:10.931152326Z	918.59	52.21	50.22	19.26	48.52
176	19.26	21.22	kafka-001	760.839	2019-04-24T15:17:17.947266026Z	609.063	51.03	50.51	19.26	52.21
176	19.26	21.23	kafka-001	774.297	2019-04-24T15:17:24.960794256Z	617.28	52.52	49.53	19.26	51.03
177	19.26	21.24	kafka-001	777.922	2019-04-24T15:17:31.974831631Z	922.523	52.63	49.97	19.26	52.52
178	19.26	21.25	kafka-001	776.751	2019-04-24T15:17:38.986186484Z	616.803	52.06	51.11	19.26	52.63
179	19.26	21.26	kafka-001	783.649	2019-04-24T15:17:46.000668931Z	936.535	53.42	51.5	19.26	52.06
180	19.26	21.28	kafka-001	783.584	2019-04-24T15:17:53.014352294Z	621.344	58.77	52.31	19.26	53.42
180	19.26	21.28	kafka-001	792.096	2019-04-24T15:18:00.025971576Z	627.556	45.44	53.41	19.26	58.77
181	19.3	21.34	kafka-001	793.565	2019-04-24T15:18:07.036353423Z	952.89	52.04	52.47	19.3	45.44
182	19.3	21.35	kafka-001	790.819	2019-04-24T15:18:14.050792795Z	626.398	54.98	52.39	19.3	52.04
183	19.3	21.36	kafka-001	795.582	2019-04-24T15:18:21.073219254Z	951.01	52.38	52.79	19.3	54.98
183	19.3	21.37	kafka-001	800.434	2019-04-24T15:18:28.089427561Z	634.198	54.94	52.84	19.3	52.38
184	19.3	21.38	kafka-001	802.441	2019-04-24T15:18:35.101496067Z	963.33	55.08	53.09	19.3	54.94
185	19.31	21.39	kafka-001	808.207	2019-04-24T15:18:42.116606593Z	643.726	46.18	52.48	19.31	55.08
186	19.3	21.4	kafka-001	813.513	2019-04-24T15:18:49.128940074Z	645.223	54.81	52.6	19.3	46.18
187	19.3	21.41	kafka-001	819.828	2019-04-24T15:18:56.14349476Z	985.562	52.25	53.06	19.3	54.81
187	19.3	21.43	kafka-001	815.239	2019-04-24T15:19:03.157140199Z	647.178	54.75	52.61	19.3	52.25
188	19.3	21.43	kafka-001	823.03	2019-04-24T15:19:10.168717572Z	988.408	56.75	53.0	19.3	54.75
189	19.3	21.45	kafka-001	817.651	2019-04-24T15:19:17.181117978Z	655.954	52.34	53.3	19.3	56.75
190	19.3	21.46	kafka-001	826.087	2019-04-24T15:19:24.194160944Z	652.56	53.29	52.85	19.3	52.34
190	19.3	21.47	kafka-001	830.206	2019-04-24T15:19:31.205743757Z	1000.73	55.46	54.03	19.3	53.29
191	19.3	21.48	kafka-001	835.151	2019-04-24T15:19:38.217908317Z	665.886	49.8	54.14	19.3	55.46
192	19.3	21.49	kafka-001	837.362	2019-04-24T15:19:45.230199066Z	1006.614	60.39	53.73	19.3	49.8
193	19.3	21.5	kafka-001	842.645	2019-04-24T15:19:52.242772872Z	672.246	53.61	54.67	19.3	60.39
193	19.3	21.51	kafka-001	840.03	2019-04-24T15:19:59.254224825Z	663.308	55.65	54.15	19.3	53.61
194	19.3	21.52	kafka-001	849.467	2019-04-24T15:20:06.266299059Z	1012.195	54.12	54.7	19.3	55.65
195	19.3	21.54	kafka-001	846.455	2019-04-24T15:20:13.283362745Z	679.622	53.44	54.84	19.3	54.12
196	19.3	21.55	kafka-001	853.26	2019-04-24T15:20:20.303271921Z	1022.312	61.64	54.5	19.3	53.44
196	19.3	21.56	kafka-001	855.252	2019-04-24T15:20:27.315011438Z	676.854	57.07	56.48	19.3	61.64
197	19.3	21.57	kafka-001	856.798	2019-04-24T15:20:34.327921654Z	684.584	51.2	55.92	19.3	57.07
198	19.3	21.58	kafka-001	859.633	2019-04-24T15:20:41.342158578Z	1036.206	57.74	55.52	19.3	51.2
