container_cpu%	timestamp	memory%	net_send	host_moving_avg_cpu	net_receive	host_cpu	memory_active_anon%	name	memory_rss%	sensor_count
70.84	2019-04-23T21:56:23.343396907Z	87.25	625.289	71.62	78763.642	69.36	30.5	kafka-001	30.5	118
74.36	2019-04-23T21:56:30.358429612Z	87.23	806.171	69.95	73651.545	70.84	30.5	kafka-001	30.5	119
73.56	2019-04-23T21:56:37.37332459Z	87.33	627.474	70.26	79501.181	74.36	30.5	kafka-001	30.5	120
77.98	2019-04-23T21:56:44.386345072Z	87.4	623.94	70.61	77553.276	73.56	30.5	kafka-001	30.5	121
77.64	2019-04-23T21:56:51.399149782Z	87.51	825.137	73.12	79257.024	77.98	30.5	kafka-001	30.5	122
62.94	2019-04-23T21:56:58.413665763Z	87.6	637.006	73.96	78487.257	77.64	30.5	kafka-001	30.5	123
80.81	2019-04-23T21:57:05.427717205Z	87.71	846.219	72.89	79205.36	62.94	30.5	kafka-001	30.5	124
75.68	2019-04-23T21:57:12.653269782Z	87.73	654.163	74.55	79652.603	80.81	30.5	kafka-001	30.5	125
74.3	2019-04-23T21:57:19.666221555Z	87.79	643.364	74.77	77071.446	75.68	30.5	kafka-001	30.5	126
75.69	2019-04-23T21:57:26.678988769Z	87.01	858.653	74.89	79226.655	74.3	30.5	kafka-001	30.5	127
72.19	2019-04-23T21:57:33.694275113Z	87.09	654.872	74.51	78996.412	75.69	30.5	kafka-001	30.5	128
82.21	2019-04-23T21:57:40.704603556Z	87.15	880.281	73.6	77314.008	72.19	30.5	kafka-001	30.5	130
70.91	2019-04-23T21:57:47.717384125Z	87.27	661.099	76.81	79336.745	82.21	30.5	kafka-001	30.5	131
75.66	2019-04-23T21:57:54.728858692Z	87.34	655.352	75.16	77745.959	70.91	30.5	kafka-001	30.5	132
68.88	2019-04-23T21:58:01.741848843Z	87.41	880.259	75.16	79298.41	75.66	30.5	kafka-001	30.5	133
75.29	2019-04-23T21:58:08.750756418Z	87.47	667.299	74.26	79333.463	68.88	30.5	kafka-001	30.5	134
79.32	2019-04-23T21:58:15.761564653Z	87.58	890.332	74.19	79067.781	75.29	30.51	kafka-001	30.51	135
75.06	2019-04-23T21:58:22.769968069Z	87.7	675.638	75.38	79340.876	79.32	30.51	kafka-001	30.51	136
73.86	2019-04-23T21:58:29.783394162Z	87.8	675.211	74.19	79182.724	75.06	30.51	kafka-001	30.51	137
74.99	2019-04-23T21:58:36.794144336Z	87.92	907.66	74.68	79290.91	73.86	30.51	kafka-001	30.51	138
74.43	2019-04-23T21:58:43.805502487Z	87.13	686.022	74.57	79086.217	74.99	30.51	kafka-001	30.51	139
82.89	2019-04-23T21:58:50.819327889Z	87.23	919.83	75.49	78658.695	74.43	30.51	kafka-001	30.51	140
78.01	2019-04-23T21:58:57.833551715Z	87.34	687.479	76.76	79418.256	82.89	30.51	kafka-001	30.51	141
84.31	2019-04-23T21:59:04.845885983Z	87.42	692.936	76.54	78888.929	78.01	30.51	kafka-001	30.51	142
79.01	2019-04-23T21:59:11.86327526Z	87.49	928.829	78.08	78180.932	84.31	30.51	kafka-001	30.51	143
74.11	2019-04-23T21:59:18.878510329Z	87.54	696.337	78.94	76377.065	79.01	30.51	kafka-001	30.51	144
76.66	2019-04-23T21:59:25.894629813Z	87.65	932.474	78.79	78910.54	74.11	30.51	kafka-001	30.51	145
76.76	2019-04-23T21:59:32.90810434Z	87.76	705.206	79.17	79367.311	76.66	30.51	kafka-001	30.51	146
75.1	2019-04-23T21:59:39.919023586Z	87.9	707.423	78.14	80210.453	76.76	30.51	kafka-001	30.51	146
74.4	2019-04-23T21:59:46.931935559Z	87.9	955.233	77.66	76835.51	75.1	30.51	kafka-001	30.51	147
72.23	2019-04-23T21:59:53.944892186Z	87.05	716.324	76.01	78823.707	74.4	30.51	kafka-001	30.51	148
69.55	2019-04-23T22:00:00.95560383Z	87.16	959.028	74.88	78933.969	72.23	30.51	kafka-001	30.51	149
80.02	2019-04-23T22:00:07.970813815Z	87.28	722.658	74.12	79767.564	69.55	30.51	kafka-001	30.51	150
77.5	2019-04-23T22:00:14.996058283Z	87.41	721.89	74.68	80440.167	80.02	30.51	kafka-001	30.51	151
74.91	2019-04-23T22:00:22.00991328Z	87.52	979.793	74.8	79021.475	77.5	30.51	kafka-001	30.51	152
73.88	2019-04-23T22:00:29.024942046Z	87.58	726.139	74.77	77099.37	74.91	30.51	kafka-001	30.51	153
83.1	2019-04-23T22:00:36.036488026Z	87.65	979.381	74.68	77616.859	73.88	30.51	kafka-001	30.51	154
76.34	2019-04-23T22:00:43.04897838Z	87.75	732.198	76.49	79097.919	83.1	30.51	kafka-001	30.51	155
73.81	2019-04-23T22:00:50.065374912Z	87.7	829.92	77.63	78808.16	76.34	30.51	kafka-001	30.51	156
79.8	2019-04-23T22:00:57.07932122Z	87.61	905.118	76.59	76404.416	73.81	30.51	kafka-001	30.51	156
74.69	2019-04-23T22:01:04.09093153Z	87.34	747.095	76.97	78779.79	79.8	30.51	kafka-001	30.51	157
82.07	2019-04-23T22:01:11.104840832Z	87.44	1007.483	76.94	78959.175	74.69	30.51	kafka-001	30.51	158
70.03	2019-04-23T22:01:18.119351077Z	87.52	749.07	78.3	78674.072	82.07	30.51	kafka-001	30.51	159
82.98	2019-04-23T22:01:25.131773054Z	87.55	997.016	76.12	75912.879	70.03	30.51	kafka-001	30.51	160
75.63	2019-04-23T22:01:32.14629759Z	87.66	744.245	77.23	78887.517	82.98	30.51	kafka-001	30.51	161
84.96	2019-04-23T22:01:39.166806972Z	87.78	752.503	77.53	79638.766	75.63	30.52	kafka-001	30.52	162
78.22	2019-04-23T22:01:46.179809928Z	87.82	1040.126	78.39	78490.975	84.96	30.52	kafka-001	30.52	163
85.05	2019-04-23T22:01:53.193452252Z	87.91	768.025	78.98	78515.908	78.22	30.52	kafka-001	30.52	164
77.08	2019-04-23T22:02:00.204228022Z	87.88	1033.151	79.48	77512.251	85.05	30.52	kafka-001	30.52	164
83.93	2019-04-23T22:02:07.217567897Z	87.1	765.424	80.65	79252.184	77.08	30.52	kafka-001	30.52	165
75.27	2019-04-23T22:02:14.22992555Z	87.16	760.993	80.81	77568.701	83.93	30.52	kafka-001	30.52	166
82.83	2019-04-23T22:02:21.244249713Z	87.17	1047.422	80.75	79379.444	75.27	30.52	kafka-001	30.52	167
72.29	2019-04-23T22:02:28.256480685Z	87.23	766.717	80.4	77523.897	82.83	30.51	kafka-001	30.51	168
78.74	2019-04-23T22:02:35.270944227Z	87.31	1044.599	79.41	78078.751	72.29	30.51	kafka-001	30.51	169
71.82	2019-04-23T22:02:42.286073721Z	87.37	773.235	78.36	78699.163	78.74	30.51	kafka-001	30.51	169
85.13	2019-04-23T22:02:49.298405987Z	87.46	783.753	77.48	78599.402	71.82	30.51	kafka-001	30.51	170
79.92	2019-04-23T22:02:56.316976903Z	87.46	1067.22	77.68	74692.081	85.13	30.51	kafka-001	30.51	171
85.75	2019-04-23T22:03:03.335112428Z	87.53	805.202	78.46	77632.668	79.92	30.51	kafka-001	30.51	172
76.25	2019-04-23T22:03:10.348199548Z	87.63	1062.929	78.94	78585.119	85.75	30.51	kafka-001	30.51	173
81.81	2019-04-23T22:03:17.362967185Z	87.51	797.503	79.6	78824.832	76.25	30.52	kafka-001	30.52	174
87.59	2019-04-23T22:03:24.377334349Z	87.4	787.059	80.11	78023.967	81.81	30.57	kafka-001	30.57	174
76.76	2019-04-23T22:03:31.396030578Z	87.46	1083.816	82.74	77664.806	87.59	30.57	kafka-001	30.57	175
86.05	2019-04-23T22:03:38.408951411Z	87.56	799.697	81.35	79034.758	76.76	30.57	kafka-001	30.57	176
90.39	2019-04-23T22:03:45.421528475Z	87.65	1084.451	82.37	78728.21	86.05	30.57	kafka-001	30.57	177
93.42	2019-04-23T22:03:52.433880351Z	87.53	798.338	83.14	79089.496	90.39	30.57	kafka-001	30.57	178
78.29	2019-04-23T22:03:59.448699306Z	87.48	798.159	86.0	77063.413	93.42	30.57	kafka-001	30.57	178
86.33	2019-04-23T22:04:06.463138075Z	87.56	1100.722	85.42	78375.938	78.29	30.57	kafka-001	30.57	179
90.2	2019-04-23T22:04:13.477987306Z	87.45	815.756	85.21	78916.985	86.33	30.57	kafka-001	30.57	180
77.75	2019-04-23T22:04:20.490375514Z	87.52	1111.591	87.45	78175.494	90.2	30.57	kafka-001	30.57	181
84.73	2019-04-23T22:04:27.503058888Z	87.61	815.86	86.06	78141.848	77.75	30.57	kafka-001	30.57	181
78.51	2019-04-23T22:04:34.516313279Z	87.66	814.02	85.12	77246.227	84.73	30.57	kafka-001	30.57	182
86.23	2019-04-23T22:04:41.530561765Z	87.67	1107.797	82.64	75001.951	78.51	30.57	kafka-001	30.57	183
77.32	2019-04-23T22:04:48.54350125Z	87.76	815.881	83.96	78515.104	86.23	30.57	kafka-001	30.57	184
85.64	2019-04-23T22:04:55.556874725Z	87.84	1117.123	82.46	78532.646	77.32	30.57	kafka-001	30.57	184
75.88	2019-04-23T22:05:02.56865735Z	87.92	824.697	81.7	77984.381	85.64	30.57	kafka-001	30.57	185
89.01	2019-04-23T22:05:09.580233137Z	88.03	830.801	81.39	79307.573	75.88	30.57	kafka-001	30.57	186
82.39	2019-04-23T22:05:16.603194671Z	88.11	1134.458	82.1	77915.125	89.01	30.58	kafka-001	30.58	187
91.69	2019-04-23T22:05:23.614533643Z	87.23	832.138	82.75	76475.127	82.39	30.58	kafka-001	30.58	187
84.72	2019-04-23T22:05:30.629195698Z	87.32	1135.68	83.66	78500.035	91.69	30.58	kafka-001	30.58	188
85.17	2019-04-23T22:05:37.646926106Z	87.38	835.667	84.89	79560.065	84.72	30.58	kafka-001	30.58	189
84.52	2019-04-23T22:05:44.661298122Z	87.46	833.893	84.81	78272.818	85.17	30.58	kafka-001	30.58	190
80.66	2019-04-23T22:05:51.678306592Z	87.27	1143.747	86.25	75993.342	84.52	30.58	kafka-001	30.58	190
82.17	2019-04-23T22:05:58.689649682Z	87.38	838.948	84.86	79595.469	80.66	30.58	kafka-001	30.58	191
86.36	2019-04-23T22:06:05.701362385Z	87.48	1142.436	84.82	78710.112	82.17	30.58	kafka-001	30.58	192
83.33	2019-04-23T22:06:12.715522614Z	87.51	837.862	83.93	78324.505	86.36	30.58	kafka-001	30.58	192
86.67	2019-04-23T22:06:19.729339136Z	87.58	836.631	83.7	77464.76	83.33	30.58	kafka-001	30.58	193
85.83	2019-04-23T22:06:26.740757396Z	87.7	1155.528	83.95	80207.364	86.67	30.58	kafka-001	30.58	194
89.23	2019-04-23T22:06:33.756050381Z	87.77	842.616	84.17	77898.823	85.83	30.58	kafka-001	30.58	194
90.56	2019-04-23T22:06:40.768228669Z	87.77	1156.465	85.6	78743.519	89.23	30.58	kafka-001	30.58	195
97.71	2019-04-23T22:06:47.783523446Z	87.89	860.503	87.0	80032.733	90.56	30.58	kafka-001	30.58	196
84.78	2019-04-23T22:06:54.797159846Z	87.51	839.003	88.89	77943.242	97.71	30.58	kafka-001	30.58	197
85.27	2019-04-23T22:07:01.812595387Z	87.56	1165.478	89.13	77444.087	84.78	30.58	kafka-001	30.58	197
87.47	2019-04-23T22:07:08.825185434Z	87.67	861.745	88.9	79666.413	85.27	30.58	kafka-001	30.58	198
95.37	2019-04-23T22:07:15.836456125Z	87.75	1183.838	89.17	78631.666	87.47	30.58	kafka-001	30.58	199
66.75	2019-04-23T22:07:22.850451505Z	87.8	864.678	90.19	76950.486	95.37	30.58	kafka-001	30.58	199
93.71	2019-04-23T22:07:29.868418359Z	87.86	867.134	86.23	77323.13	66.75	30.58	kafka-001	30.58	200
83.08	2019-04-23T22:07:36.880212806Z	87.94	1199.285	85.56	80143.775	93.71	30.58	kafka-001	30.58	201
95.24	2019-04-23T22:07:43.892054749Z	88.08	876.283	85.28	80455.346	83.08	30.58	kafka-001	30.58	201
66.04	2019-04-23T22:07:50.90462232Z	88.03	1193.199	86.94	78234.405	95.24	30.58	kafka-001	30.58	202
96.06	2019-04-23T22:07:57.930885729Z	87.27	890.645	83.37	79587.767	66.04	30.58	kafka-001	30.58	202
82.51	2019-04-23T22:08:04.946192623Z	87.38	879.992	83.48	79245.566	96.06	30.58	kafka-001	30.58	203
92.56	2019-04-23T22:08:11.966829228Z	87.26	1211.117	86.11	79015.741	82.51	30.58	kafka-001	30.58	203
78.05	2019-04-23T22:08:18.977589672Z	87.37	882.884	85.92	79712.044	92.56	30.58	kafka-001	30.58	204
87.67	2019-04-23T22:08:25.991935499Z	87.06	1215.555	85.08	80135.477	78.05	30.58	kafka-001	30.58	205
83.57	2019-04-23T22:08:33.009347992Z	88.06	886.103	83.82	79079.831	87.67	30.58	kafka-001	30.58	205
93.49	2019-04-23T22:08:40.022525252Z	87.25	889.768	86.74	80014.233	83.57	30.58	kafka-001	30.58	206
87.41	2019-04-23T22:08:47.034364104Z	87.36	1222.637	86.31	79886.802	93.49	30.58	kafka-001	30.58	206
85.97	2019-04-23T22:08:54.047700995Z	87.48	892.31	87.13	80054.239	87.41	30.58	kafka-001	30.58	207
93.24	2019-04-23T22:09:01.055182931Z	87.59	1234.599	86.03	79587.569	85.97	30.58	kafka-001	30.58	207
92.34	2019-04-23T22:09:08.068038064Z	87.72	897.02	88.56	79793.938	93.24	30.58	kafka-001	30.58	208
107.11	2019-04-23T22:09:15.084182941Z	87.25	1276.326	89.34	92476.1	92.34	30.58	kafka-001	30.58	209
90.56	2019-04-23T22:09:22.092277774Z	87.57	950.429	93.26	97943.151	107.11	30.57	kafka-001	30.57	209
90.91	2019-04-23T22:09:29.103775642Z	87.93	939.077	92.77	89758.716	90.56	30.57	kafka-001	30.57	210
94.36	2019-04-23T22:09:36.1219601Z	87.57	1298.365	93.36	97420.263	90.91	30.57	kafka-001	30.57	210
96.46	2019-04-23T22:09:43.132753576Z	87.87	951.188	94.75	96234.719	94.36	30.57	kafka-001	30.57	211
101.13	2019-04-23T22:09:50.146205238Z	87.51	1295.479	95.29	97490.575	96.46	30.57	kafka-001	30.57	212
93.2	2019-04-23T22:09:57.159605243Z	88.04	955.071	96.76	96938.645	101.13	30.57	kafka-001	30.57	212
97.13	2019-04-23T22:10:04.172963939Z	87.6	950.39	94.44	94039.699	93.2	30.57	kafka-001	30.57	213
98.48	2019-04-23T22:10:11.185385922Z	87.27	1310.648	95.53	98319.128	97.13	30.57	kafka-001	30.57	213
96.97	2019-04-23T22:10:18.197226503Z	87.79	964.811	96.79	96526.824	98.48	30.57	kafka-001	30.57	214
113.62	2019-04-23T22:10:25.20909162Z	87.37	1313.728	97.23	94870.059	96.97	30.57	kafka-001	30.57	214
92.0	2019-04-23T22:10:32.221495854Z	87.91	967.624	100.09	97121.632	113.62	30.57	kafka-001	30.57	215
107.79	2019-04-23T22:10:39.229907396Z	87.56	965.057	98.57	97566.013	92.0	30.58	kafka-001	30.58	215
88.01	2019-04-23T22:10:46.244541065Z	88.1	1321.682	101.0	97121.296	107.79	30.58	kafka-001	30.58	216
102.51	2019-04-23T22:10:53.253608215Z	87.73	972.952	99.48	96588.454	88.01	30.58	kafka-001	30.58	217
104.63	2019-04-23T22:11:00.271365386Z	87.35	1322.098	100.15	96917.417	102.51	30.58	kafka-001	30.58	217
102.57	2019-04-23T22:11:07.280922302Z	87.86	976.852	101.43	95886.8	104.63	30.58	kafka-001	30.58	218
90.62	2019-04-23T22:11:14.314363206Z	87.5	981.316	99.59	97382.711	102.57	30.57	kafka-001	30.57	218
86.51	2019-04-23T22:11:21.326142498Z	87.48	1336.298	99.36	92133.803	90.62	30.57	kafka-001	30.57	219
100.86	2019-04-23T22:11:28.335120758Z	87.73	1003.837	95.81	104326.527	86.51	30.57	kafka-001	30.57	219
103.33	2019-04-23T22:11:35.342758635Z	87.71	1389.849	97.95	111976.964	100.86	30.57	kafka-001	30.57	220
102.57	2019-04-23T22:11:42.356965423Z	87.68	1019.65	98.09	111382.69	103.33	30.57	kafka-001	30.57	220
111.84	2019-04-23T22:11:49.371207029Z	87.73	1027.277	97.74	114157.573	102.57	30.57	kafka-001	30.57	220
101.48	2019-04-23T22:11:56.390529092Z	87.7	1389.269	99.29	112881.6	111.84	30.57	kafka-001	30.57	220
93.14	2019-04-23T22:12:03.405405492Z	87.74	1028.393	101.1	113522.423	101.48	30.57	kafka-001	30.57	220
105.3	2019-04-23T22:12:10.421936048Z	87.76	1375.827	102.2	113460.727	93.14	30.58	kafka-001	30.58	220
109.08	2019-04-23T22:12:17.440974771Z	87.8	1032.067	102.94	113966.104	105.3	30.58	kafka-001	30.58	220
98.73	2019-04-23T22:12:24.453243251Z	87.85	1047.007	103.9	114190.229	109.08	30.58	kafka-001	30.58	220
110.47	2019-04-23T22:12:31.468829749Z	87.72	1382.647	103.26	111432.541	98.73	30.58	kafka-001	30.58	220
104.22	2019-04-23T22:12:38.48591084Z	87.73	1029.466	103.03	112498.035	110.47	30.58	kafka-001	30.58	220
96.17	2019-04-23T22:12:45.503281319Z	87.72	1381.929	103.49	111753.334	104.22	30.58	kafka-001	30.58	220
104.17	2019-04-23T22:12:52.516644133Z	87.57	1024.209	104.0	110266.453	96.17	30.58	kafka-001	30.58	220
