memory_rss%	host_moving_avg_cpu	name	sensor_count	host_cpu	container_cpu%	net_receive	memory%	timestamp	net_send	memory_active_anon%
30.37	81.03	kafka-001	178	75.99	81.61	79645.238	88.48	2019-04-23T09:05:38.113674552Z	799.905	30.37
30.37	80.96	kafka-001	179	81.61	79.21	78102.045	87.63	2019-04-23T09:05:45.124554899Z	1094.567	30.37
30.37	79.84	kafka-001	179	79.21	79.34	77966.835	88.14	2019-04-23T09:05:52.138211816Z	802.468	30.37
30.37	78.73	kafka-001	180	79.34	83.43	78441.048	88.2	2019-04-23T09:05:59.150613978Z	818.746	30.37
30.37	80.05	kafka-001	181	83.43	78.98	79077.328	88.28	2019-04-23T09:06:06.163228134Z	1108.566	30.37
30.37	79.76	kafka-001	182	78.98	83.52	78688.101	88.35	2019-04-23T09:06:13.172543521Z	812.286	30.37
30.37	81.01	kafka-001	183	83.52	84.56	76162.33	88.36	2019-04-23T09:06:20.184316919Z	1118.464	30.37
30.37	81.51	kafka-001	183	84.56	82.1	78463.879	88.42	2019-04-23T09:06:27.19283469Z	825.139	30.37
30.37	81.99	kafka-001	184	82.1	80.0	78590.564	88.49	2019-04-23T09:06:34.203898027Z	816.893	30.37
30.37	82.1	kafka-001	185	80.0	83.16	79937.42	87.64	2019-04-23T09:06:41.212546169Z	1132.273	30.37
30.37	82.05	kafka-001	186	83.16	73.66	77027.969	87.67	2019-04-23T09:06:48.234880372Z	822.777	30.37
30.37	81.17	kafka-001	186	73.66	92.33	76574.613	87.7	2019-04-23T09:06:55.246949748Z	1136.719	30.37
30.37	82.63	kafka-001	187	92.33	85.68	78384.77	87.55	2019-04-23T09:07:02.259710246Z	831.33	30.37
30.37	82.82	kafka-001	188	85.68	85.52	78322.75	87.61	2019-04-23T09:07:09.267728773Z	829.321	30.37
30.37	83.39	kafka-001	189	85.52	77.3	77985.763	87.67	2019-04-23T09:07:16.279982631Z	1141.957	30.37
30.37	82.94	kafka-001	189	77.3	89.2	77589.739	87.71	2019-04-23T09:07:23.292206806Z	833.318	30.37
30.37	83.95	kafka-001	190	89.2	84.99	77733.255	87.76	2019-04-23T09:07:30.305033804Z	1144.626	30.37
30.37	85.84	kafka-001	191	84.99	82.53	79577.209	87.85	2019-04-23T09:07:37.318795989Z	844.224	30.37
30.37	84.2	kafka-001	192	82.53	87.1	78334.405	87.91	2019-04-23T09:07:44.33167046Z	836.488	30.37
30.37	84.44	kafka-001	192	87.1	87.13	78900.202	87.99	2019-04-23T09:07:51.34942806Z	1159.513	30.37
30.37	84.71	kafka-001	193	87.13	81.65	76220.768	88.0	2019-04-23T09:07:58.364483103Z	838.526	30.37
30.37	85.43	kafka-001	194	81.65	95.71	79071.76	88.07	2019-04-23T09:08:05.37689959Z	1174.347	30.37
30.37	86.52	kafka-001	195	95.71	83.11	77834.644	88.1	2019-04-23T09:08:12.3901565Z	860.426	30.37
30.37	86.2	kafka-001	195	83.11	89.75	77333.379	88.04	2019-04-23T09:08:19.40230467Z	865.311	30.37
30.37	87.41	kafka-001	196	89.75	91.16	77925.513	88.09	2019-04-23T09:08:26.415129329Z	1184.175	30.37
30.37	88.08	kafka-001	197	91.16	96.92	78754.301	88.16	2019-04-23T09:08:33.429363378Z	860.391	30.37
30.37	89.72	kafka-001	198	96.92	83.18	76589.064	88.19	2019-04-23T09:08:40.445012507Z	1188.062	30.37
30.37	89.97	kafka-001	198	83.18	94.2	78270.328	88.03	2019-04-23T09:08:47.457249619Z	869.943	30.37
30.37	89.72	kafka-001	199	94.2	76.18	78361.961	88.09	2019-04-23T09:08:54.499405933Z	880.915	30.37
30.37	88.56	kafka-001	200	76.18	90.1	79610.619	88.19	2019-04-23T09:09:01.5181022Z	1201.076	30.37
30.37	88.62	kafka-001	200	90.1	83.76	79364.851	88.26	2019-04-23T09:09:08.531820511Z	869.711	30.37
30.37	87.39	kafka-001	201	83.76	92.83	76945.963	88.26	2019-04-23T09:09:15.546844779Z	1192.684	30.37
30.37	86.71	kafka-001	202	92.83	84.64	80165.195	88.36	2019-04-23T09:09:22.561585057Z	876.283	30.37
30.37	86.95	kafka-001	203	84.64	93.36	79844.764	88.46	2019-04-23T09:09:29.579051366Z	880.082	30.37
30.37	86.81	kafka-001	204	93.36	85.87	80372.464	87.67	2019-04-23T09:09:36.590750759Z	1211.838	30.37
30.37	88.43	kafka-001	204	85.87	98.35	78036.521	87.7	2019-04-23T09:09:43.605988336Z	878.113	30.37
30.37	89.8	kafka-001	205	98.35	92.02	79419.359	88.43	2019-04-23T09:09:50.620425437Z	1223.284	30.37
30.37	91.18	kafka-001	206	92.02	90.11	80299.475	87.63	2019-04-23T09:09:57.633342859Z	886.689	30.37
30.37	90.72	kafka-001	206	90.11	77.58	79786.894	87.46	2019-04-23T09:10:04.649583683Z	895.171	30.37
30.37	89.55	kafka-001	207	77.58	90.66	78509.214	88.44	2019-04-23T09:10:11.660061266Z	1223.308	30.37
30.37	89.1	kafka-001	208	90.66	75.43	78858.904	87.83	2019-04-23T09:10:18.673170977Z	891.498	30.37
30.37	87.36	kafka-001	208	75.43	93.86	81664.721	87.74	2019-04-23T09:10:25.691894831Z	1248.751	30.37
30.37	86.61	kafka-001	209	93.86	88.77	96109.497	88.24	2019-04-23T09:10:32.707384306Z	955.559	30.37
30.37	86.07	kafka-001	210	88.77	93.8	96774.291	87.84	2019-04-23T09:10:39.723043415Z	951.173	30.37
30.37	86.68	kafka-001	211	93.8	97.78	97044.129	88.35	2019-04-23T09:10:46.735712826Z	1294.603	30.37
30.37	90.05	kafka-001	211	97.78	93.99	96665.484	87.95	2019-04-23T09:10:53.74965158Z	953.41	30.37
30.37	90.6	kafka-001	212	93.99	98.58	96643.879	88.45	2019-04-23T09:11:00.76550138Z	1304.26	30.37
30.37	94.46	kafka-001	212	98.58	101.06	97897.778	88.08	2019-04-23T09:11:07.781251962Z	962.855	30.37
30.37	95.66	kafka-001	213	101.06	95.39	96972.437	87.68	2019-04-23T09:11:14.794991819Z	964.084	30.37
30.37	96.77	kafka-001	214	95.39	87.56	96760.164	88.18	2019-04-23T09:11:21.810259665Z	1312.848	30.37
30.37	95.73	kafka-001	214	87.56	101.0	94475.17	87.73	2019-04-23T09:11:28.826293802Z	961.354	30.37
30.37	96.26	kafka-001	215	101.0	103.4	96885.369	88.25	2019-04-23T09:11:35.838727178Z	1321.92	30.37
30.37	97.83	kafka-001	216	103.4	96.77	97138.892	87.42	2019-04-23T09:11:42.850652797Z	971.972	30.37
30.37	97.53	kafka-001	217	96.77	98.16	96872.183	87.7	2019-04-23T09:11:49.864035672Z	972.031	30.37
30.37	97.05	kafka-001	217	98.16	95.61	97054.879	88.2	2019-04-23T09:11:56.876224908Z	1331.933	30.37
30.37	97.08	kafka-001	218	95.61	105.54	97194.567	88.27	2019-04-23T09:12:03.890206087Z	981.978	30.37
30.37	100.08	kafka-001	218	105.54	96.95	96107.044	87.85	2019-04-23T09:12:10.906726536Z	1332.366	30.37
30.37	99.4	kafka-001	219	96.95	100.0	97304.477	88.15	2019-04-23T09:12:17.921774615Z	984.504	30.37
30.37	98.84	kafka-001	219	100.0	112.12	102669.431	87.89	2019-04-23T09:12:24.934201957Z	1000.13	30.37
30.37	101.4	kafka-001	220	112.12	113.21	113529.493	87.89	2019-04-23T09:12:31.948939918Z	1386.819	30.37
30.37	103.9	kafka-001	220	113.21	101.52	112407.651	87.76	2019-04-23T09:12:38.960976322Z	1017.974	30.37
30.37	104.89	kafka-001	220	101.52	102.83	111166.403	88.39	2019-04-23T09:12:45.975791614Z	1387.049	30.37
30.37	104.44	kafka-001	220	102.83	106.91	113379.27	88.39	2019-04-23T09:12:52.99273028Z	1033.577	30.37
30.37	106.1	kafka-001	220	106.91	117.6	113589.774	87.94	2019-04-23T09:13:00.011234657Z	1031.091	30.37
30.37	109.03	kafka-001	220	117.6	117.06	110885.316	87.88	2019-04-23T09:13:07.024499521Z	1401.003	30.37
30.37	109.85	kafka-001	220	117.06	116.53	112690.948	88.33	2019-04-23T09:13:14.035391123Z	1011.299	30.37
30.37	110.41	kafka-001	220	116.53	104.25	111711.751	88.27	2019-04-23T09:13:21.049428599Z	1373.028	30.37
30.37	110.86	kafka-001	220	104.25	94.41	113299.508	88.26	2019-04-23T09:13:28.063872759Z	1028.972	30.37
30.37	109.46	kafka-001	220	94.41	106.56	112754.32	88.25	2019-04-23T09:13:35.075106483Z	1386.613	30.37
30.37	109.4	kafka-001	220	106.56	103.92	113924.919	88.26	2019-04-23T09:13:42.088539381Z	1031.415	30.37
30.37	107.12	kafka-001	220	103.92	97.63	112801.192	88.24	2019-04-23T09:13:49.098434433Z	1038.523	30.37
